Project Name,Opportunity ID,Opportunity Name,Creative Format,Hooks,scripts,Ad Copy,Technical Directions,Opportunity Owner,Pipeline,Contact Id
"Wayso Project","V01-WA","[V01-WA] Video - -","Video","-","تحليل السوق، بناء الاستراتيجية، وهندسة رحلة العميل","-","-","Abdellah Chaaban","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","V02-WA","[V02-WA] Video - راك تبني ووصلت للـ Finition؟ حبّس كلش! هذا الفيديو","Video","راك تبني ووصلت للـ Finition؟ حبّس كلش! هذا الفيديو راح يهنيك من أكبر كوشمار.","(الوجه الإعلامي يمشي بثقة داخل المحل)
يا جماعة، شحال من واحد فيكم راه يبني ولا يجدد في دارو، وكي يوصل لمرحلة التريسيتي والأتمتة، يبدا الكوشمار.
تحوس على السلعة، خطرة كاينة خطرة مكانش.
تدور عشر محلات باش تكمل ليستة وحدة.
وكي تلقى السلعة، تبدا تخمم: شكون اللي راح يركّبهالي خدمة متقونة ومضمونة؟
(الكاميرا تتحرك لتُظهر رفوفاً ممتلئة بالمنتجات)
هذا التشتيت، وهذا التخمام، خلاص.
في DS Automatisme & Domotique، حلينا المشكل من أساسه.
هنا، ماشي برك تلقى كل واش تحتاج من أحدث أنظمة الأتمتة والمنزل الذكي تحت سقف واحد.
(لقطات سريعة تظهر تنوع المنتجات: كاميرات، أنظمة تحكم، محركات ستائر...)
الجودة الأصلية، والمخزون متوفر ديما.
والأهم من هذا كامل...
(لقطة لفريق التركيب يرتدي زياً موحداً ويعمل بدقة)
عندنا فريق تركيب محترف، يضمنلك كل حاجة تخدم كيما لازم، وبالضمان.
يعني من اليوم، ما تزيد تكسّر راسك لا على السلعة، لا على التركيب.
DS Automatisme: السلعة كاينة، والتركيب علينا.","🤯 تعبت من الدوران وتكسار الراس على جال لاتمتة؟ الحل النهائي راه هنا! 

 كل واحد فينا يعرف المعاناة تاع البحث على سلعة الأتمتة والمنزل الذكي... تضيّع وقتك، ومالك، وفي الأخير تبقى تخمم في التركيب.

في DS Automatisme & Domotique، قررنا نريحوكم من هذا المشكل مرة على مرة! عندنا كلش في بلاصة وحدة: السلعة الأصلية والمخزون متوفر، وفريق تركيب محترف يضمنلك راحة البال.

✅ كل ما تحتاجه تحت سقف واحد.
✅ جودة أصلية ومخزون فوري.
✅ تركيب احترافي ومضمون.

DS Automatisme: السلعة كاينة، والتركيب علينا. 

 📍 تفضلوا زورونا في المحل واكتشفوا الحل اللي يريح بالكم. العنوان في أول تعليق! 

 #DSAutomatisme #DomotiqueAlgerie #SmartHomeDZ #الأتمتة_في_الجزائر #حلول_ذكية #بناء_الجزائر #dzpower #alger","المشهد الافتتاحي: الوجه الإعلامي (بن صايبي) يمشي ببطء وثقة داخل المحل. الإضاءة احترافية ودافئة. الكاميرا تتبعه بحركة Gimbal سلسة. نبرة الصوت: خبير وهادئ، يخاطب المشاهد مباشرة.
عند ذكر 'الكوشمار': لقطات سريعة بالأبيض والأسود تُظهر شخصاً متوتراً يتنقل بين محلات فارغة، أو ينظر إلى قائمة مشتريات طويلة.
عند عرض المحل: حركة كاميرا بانورامية واسعة (Wide shot) تُظهر حجم المخزون. موسيقى تصويرية هادئة وملهمة تبدأ في الخلفية. التركيز على علامات تجارية معروفة على الرفوف.
عند عرض فريق التركيب: لقطات مقربة (Close-up) على أيديهم وهم يعملون بدقة، وأدواتهم الاحترافية. يجب أن يظهروا بالزي الموحد لـ DS Automatisme. النبرة هنا تصبح أكثر ثقة وتأكيداً.
اللقطة النهائية: الوجه الإعلامي يقف أمام شعار الشركة، يبتسم بثقة ويقول الشعار الأخير. الشعار يظهر مكتوباً على الشاشة.","Islem Ben","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","C03-WA","[C03-WA] Carousel - التخمام تاع ""وين نلقاها؟"" راهو مضيّعلك وقتك؟","Carousel","التخمام تاع ""وين نلقاها؟"" راهو مضيّعلك وقتك؟","Slide 1: تعبت تدور على سلعة الأتمتة والمنزل الذكي؟
Slide 2: ضيّعت وقتك وفلوسك في محلات متفرقة، وفي كل مرة يقولولك 'ماكانش'؟
Slide 3: الحل في DS Automatisme! كل ما تحتاجه تحت سقف واحد. السلعة كاينة والمخزون متوفر.
Slide 4: جودة عالية، أسعار تنافسية، وتشكيلة متكاملة تضمنلك مشروع ناجح 100%.
Slide 5: راحتك هي أولويتنا. ماشي مجرد بيع، هذا هو الحل اللي يريح بالك. زورونا الآن!","🛑 قبل ما تزيد تدور، اسحب وشوف كيفاش تربح وقتك وفلوسك. 

 رحلة البحث عن لوازم الأتمتة ممكن تكون محبطة ومتعبة. التشتت بين المحلات، عدم توفر السلعة، وضياع الوقت...

بصح، واش لوكان نقولك بلي الحل موجود في مكان واحد؟

اسحب في الكاروسال واكتشف كيفاش DS Automatisme تقدملك الحل المتكامل اللي كنت تحوس عليه. 

 اسحب لتعرف كيف DS Automatisme يريح بالك! ➡️ 

 #متجر_متكامل #اقتصاد_الوقت #domotique_alger #automatisme_dz #لا_للتشتت #حلول_البناء #الجزائر","الهوية البصرية: استخدام ألوان وشعار DS Automatisme في كل الشرائح.
Slide 1: خلفية صورة عالية الجودة لمنتجات أتمتة متنوعة مع Title بخط عريض وواضح.
Slide 2: صورة بالأبيض والأسود لشخص محبط ينظر إلى رفوف فارغة. استخدام أيقونة ساعة رملية وعملة DZD مشطوبة.
Slide 3: صورة ملونة ومشرقة لداخل محل DS Automatisme وهو ممتلئ بالبضائع. شعار الشركة بارز.
Slide 4: استخدام أيقونات (درع للجودة، علامة % للأسعار، و Puzzle للتكامل) بجانب كل نقطة.
Slide 5: صورة لفريق العمل أو صاحب المحل يبتسم للعميل، مع وضع معلومات الاتصال والعنوان بشكل واضح.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","P04-WA","[P04-WA] Image - قبل ما تدوخ في السوق، شوف واش عندنا واجد ليك.","Image","قبل ما تدوخ في السوق، شوف واش عندنا واجد ليك.","DS Automatisme: السلعة كاينة، والتركيب علينا.","كلش واجد. كلش كاين. 

 ماتزيدش تضيّع وقتك في البحث. في DS Automatisme & Domotique، المخزون متوفر اليوم، ماشي غدوة.

الجودة اللي تحوس عليها والكمية اللي تحتاجها، تلقاها عندنا. 

 📍 زورونا اليوم وشوفوا بعينيكم التنوع والتوفر! العنوان في البيو. 

 #متوفر_فورا #مخزون_الجزائر #automatisme_industriel_dz #buildingdz #algerie #تسوق_ذكي","صورة بانورامية عالية الدقة لداخل المحل، تُظهر بوضوح الرفوف المنظمة والممتلئة بالمنتجات. يجب أن تعطي الصورة إحساساً بالوفرة والاحترافية. يتم وضع الشعار والنص (USP) في زاوية من الصورة بخط أنيق وواضح دون أن يغطي على المنتجات.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","V05-WA","[V05-WA] Video - دارك Smart... ولا غير انت اللي Smart؟ إذا مازالك ت","Video","دارك Smart... ولا غير انت اللي Smart؟ إذا مازالك تكوموندي هكذا، تبع تشوف الصح.","(صوت تعليق احترافي)
في 2024، مازالك تنوض من بلاصتك باش تطفي الضو؟
مازالك تستعمل عشرة أجهزة تحكم لكل حاجة في الدار؟
(لقطة لمنتج تحكم ذكي أنيق)
جا الوقت باش تبسّط حياتك. نقدمولك نظام التحكم الذكي [اسم المنتج].
(Motion Graphics تظهر ميزات المنتج)
تحكم في كل شي: الإضاءة، الستائر، التكييف... كلش من تليفونك ولا بصوتك.
(لقطات لسيناريوهات استخدام: شخص يعدل الإضاءة من هاتفه وهو على الأريكة)
برمجة سهلة، تصميم أنيق، وأمان ماعندوش مثيل.
هذا ماشي مجرد جهاز. هذا ترقية لأسلوب حياتك.","🔥 حياتك تستاهل تكون أسهل. اكتشف الذكاء الحقيقي! 

 علاش تعقّدها وهي ساهلة؟ نظام التحكم الذكي [اسم المنتج] يخليك تتحكم في دارك بلمسة زر.

✅ تحكم شامل ومريح.
✅ تصميم يزيّن ديكورك.
✅ توفير في الطاقة وراحة في البال.

وداعاً للفوضى، ومرحباً بالحياة الذكية! 

 حاب تعرف أكثر على الميزات؟ ادخل لموقعنا أو ابعثلنا رسالة الآن! 

 #تحكم_ذكي #منزل_ذكي_الجزائر #smarthomedz #gadgetdz #techdz #dztechnology #تبسيط_الحياة","المشهد الافتتاحي: لقطة كوميدية سريعة لشخص يتخبط في الظلام للوصول إلى مفتاح النور، أو يبحث بين عدة أجهزة تحكم. ثم قطع (Cut) حاد إلى المنتج.
عرض المنتج: لقطات جمالية (Beauty shots) للمنتج من زوايا مختلفة على خلفية نظيفة. إضاءة سينمائية.
الـ Motion Graphics: يجب أن تكون واضحة ومباشرة، تشرح كل ميزة بسرعة (مثلاً: أيقونة مصباح + هاتف، أيقونة ستارة + صوت). استخدام نصوص بسيطة على الشاشة.
سيناريوهات الاستخدام: لقطات قصيرة تُظهر أشخاصاً حقيقيين يستمتعون بسهولة استخدام المنتج في منزل عصري. التركيز على الشعور بالراحة والرفاهية. الصوت: نبرة المتحدث ملهمة وحديثة.","Ahmed Benkali","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","C06-WA","[C06-WA] Carousel - حياة أبسط بـ 'كليكة' وحدة. ممكن؟","Carousel","حياة أبسط بـ 'كليكة' وحدة. ممكن؟","Slide 1: نظام التحكم الذكي [اسم المنتج]: تحكم مطلق في يدك.
Slide 2: الميزة 1: تحكم مركزي. أطفئ كل أضواء المنزل بلمسة واحدة قبل النوم. (صورة توضيحية).
Slide 3: الميزة 2: برمجة سيناريوهات. جهّز 'وضع السينما' الذي يغلق الستائر ويخفف الإضاءة تلقائياً. (صورة توضيحية).
Slide 4: بسّط حياتك، وديرها سمارت. لمزيد من التفاصيل حول هذا المنتج الثوري، اتصل بنا الآن!","اسحب واكتشف 3 طرق يغير بها هذا الجهاز حياتك اليومية. 💡 

 التحكم الذكي ماشي رفاهية، بل هو استثمار في راحتك اليومية.

في هذا الكاروسال، راح نوريلك بالتحديد كيفاش نظام [اسم المنتج] يقدر يبسطلك مهام كنت تظنها عادية.

استعد لتغيير نظرتك للتحكم في منزلك! 

 اسحب لتعرف المزيد عن ميزات هذا المنتج الثوري. ➡️ 

 #ميزات_تقنية #dztech #smarthomefeatures #algerietech #منتجات_ذكية #الجزائر","التصميم: عصري وتقني، متناسق مع هوية المنتج المعروض في V4. 
Slide 1: صورة 'Hero shot' للمنتج مع اسمه وعنوان جذاب.
Slide 2 & 3: استخدام تصميم 'قبل وبعد' أو 'مشكلة/حل' بسيط. صورة للمشكلة (أضواء مشتعلة) وصورة للحل (شاشة هاتف بضغطة زر). استخدام أيقونات واضحة.
Slide 4: دعوة للفعل واضحة مع أرقام الهواتف أو رابط الموقع، مع صورة للمنتج في ديكور منزل أنيق.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","P07-WA","[P07-WA] Image - هاذي ماشي تيليكوموند. هاذي راحة البال ديالك.","Image","هاذي ماشي تيليكوموند. هاذي راحة البال ديالك.","التحكم الذكي. الحياة الأسهل.","التحكم المطلق. تصميم أنيق. 

 عندما يلتقي الأداء القوي بالتصميم الجذاب. منتج [اسم المنتج] ليس مجرد أداة، بل هو قطعة فنية تضيف لمسة من الحداثة لمنزلك. 

 لتحكم لا مثيل له، اكتشف هذا المنتج! الرابط في البيو. 

 #تصميم_أنيق #productdesign #dzluxury #algerianstyle #techgadgets #تحكم_ذكي","صورة عالية الجودة للمنتج، بتصوير احترافي (Product Photography). التركيز على جمالية التصميم والمواد المصنوع منها. يمكن وضع المنتج في بيئة منزلية فاخرة (على طاولة قهوة أنيقة مثلاً) لإبراز قيمته. النص على الصورة يكون بخط صغير وأنيق.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","V08-WA","[V08-WA] Video - شريت سلعة بـ 30 مليون وخليت واحد ""يبريكولي"" فيها؟ ","Video","شريت سلعة بـ 30 مليون وخليت واحد ""يبريكولي"" فيها؟ راك تخاطر بكلش.","(صوت قلق وخلفية متوترة)
شريت أفضل المعدات، ودفعت عليها مبلغ كبير... وفي الأخير، يجي واحد ماعندوش خبرة، يفسدلك كلش.
(لقطات سريعة لتركيب فوضوي: أسلاك متشابكة، ثقوب في غير محلها)
هذا الخطر، ماعندوش مكان في DS Automatisme.
(انتقال مفاجئ لموسيقى هادئة وواثقة ولقطات احترافية)
فريق التركيب تاعنا ماشي مجرد فنيين. هوما خبراء.
(لقطات مقربة للفريق يستخدمون أدوات قياس دقيقة، يرتدون قفازات، ويتبعون مخططات)
كل سلك في مكانه. كل جهاز مركب حسب معايير السلامة والجودة العالمية.
النتيجة؟ ماشي برك نظام يخدم... بل نظام يخدم صح، ومضمون لسنوات.
(لقطة لعميل راضٍ يصافح الفني ويبتسم)
لأن راحتك تبدأ من تركيب متقون.","🚨 أكبر خطأ بعد شراء معدات غالية... هو التهاون في تركيبها! 

 تقدر تشري أفضل كاميرا مراقبة أو أذكى نظام منزلي، لكن إذا كان التركيب خاطئ، فكأنك لم تفعل شيئاً. بل والأسوأ، قد تتسبب في تلفها!

فريق DS Automatisme المحترف يضمن لك تركيباً دقيقاً، آمناً، ومطابقاً للمعايير، باش تحافظ على استثمارك وتضمن راحة بالك.

لا تخاطر بمعداتك. اختر الخبرة. 

 خدمة التركيب الاحترافية تاعنا مضمونة 100%. اتصل بنا اليوم باش تحجز موعد! 

 #تركيب_احترافي #فني_الجزائر #installation_dz #أمان #ضمان #خبراء_الأتمتة #خدمة_متقونة","التباين هو مفتاح هذا الفيديو. الجزء الأول: كاميرا مهزوزة قليلاً، إضاءة خافتة، ألوان باهتة لإظهار الفوضى والقلق. الجزء الثاني: لقطات ثابتة وسلسة (Tripod/Slider)، إضاءة ساطعة ونظيفة، ألوان حقيقية. التركيز على نظافة مكان العمل، الزي الموحد للفريق، والأدوات الاحترافية. يمكن إدراج شهادة سريعة جداً من عميل (UGC style) يقول 'خدمة ما شاء الله، يعطيكم الصحة'. نبرة الصوت تنتقل من التحذير إلى الطمأنينة.","Ahmed Benkali","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","C09-WA","[C09-WA] Carousel - الفني اللي جبتو... عندو ضمان؟","Carousel","الفني اللي جبتو... عندو ضمان؟","Slide 1: تركيب احترافي لراحة بالك التامة.
Slide 2: المشكلة: القلق من إتلاف المعدات الغالية أو تركيبها بطريقة خاطئة يقلل من فعاليتها؟
Slide 3: فريقنا: مهندسون وفنيون متخصصون ومدربون على أحدث التقنيات لضمان الدقة والأمان.
Slide 4: ضمان DS Automatisme: نقدم ضماناً على خدمة التركيب، مع متابعة كاملة بعد البيع. رضاكم هو أولويتنا.
Slide 5: ما تغامرش باستثمارك. اختار الاحترافية والضمان. اطلب استشارتك المجانية اليوم!","لماذا تركيبنا هو الأفضل؟ اسحب واكتشف الفرق بين ""البريكولاج"" والاحتراف. 

 في عالم الأتمتة، التركيب لا يقل أهمية عن جودة المنتج نفسه.

خدمة غير متقونة يمكن أن تكلفك الكثير. اكتشف في هذا الكاروسال كيف يضمن لك فريقنا المتخصص نتيجة مثالية وراحة بال لا تقدر بثمن. 

 اسحب لترى لماذا تركيبنا هو الأفضل. ➡️ 

 #ضمان_الجودة #فريق_محترف #تركيب_كاميرات_الجزائر #تركيب_أمن #algerie_service #ثقة","التصميم: يجب أن يوحي بالثقة والاحترافية. استخدام اللون الأزرق والأبيض. 
Slide 1: صورة قوية لفريق العمل بملابس موحدة وأدواتهم.
Slide 2: استخدام أيقونة 'X' حمراء على صورة لأسلاك فوضوية.
Slide 3: صور فردية لأعضاء الفريق (إن أمكن) أو صور لهم أثناء العمل الدقيق. استخدام أيقونة شهادة أو ترس.
Slide 4: استخدام أيقونة درع كبير أو علامة 'Check' خضراء لتمثيل الضمان.
Slide 5: معلومات الاتصال واضحة مع زر 'اطلب استشارة مجانية'.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","P10-WA","[P10-WA] Image - الخدمة المتقونة تبان على وجوه مواليها.","Image","الخدمة المتقونة تبان على وجوه مواليها.","الاحترافية هي ضماننا.","وراء كل نظام ناجح، فريق يمكنك الوثوق به. 

 فريقنا ليس مجرد عمال، بل هم سفراء الجودة والاحترافية لـ DS Automatisme. خبرتهم هي ضمانك لخدمة مثالية. 

 لتركيب احترافي ومضمون، تواصلوا معنا! 

 #فريق_العمل #خبراء #ثقة_وأمان #dzteam #professionals #algerianexperts","صورة جماعية لفريق التركيب، مصورة بشكل احترافي. يجب أن يقفوا بثقة، بملابس عمل نظيفة وموحدة تحمل شعار DS Automatisme، وقد يحملون بعض الأدوات. الخلفية يمكن أن تكون أمام شاحنة الخدمة الخاصة بالشركة أو داخل ورشة عمل نظيفة. الإضاءة ممتازة والتركيز على تعابير وجوههم الواثقة.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
