Project Name,Opportunity ID,Opportunity Name,Creative Format,Hooks,scripts,Ad Copy,Technical Directions,Opportunity Owner,Pipeline,Contact Id
"Wayso Project","V01-WA","[V01-WA] Video - -","Video","-","تحليل السوق، بناء الاستراتيجية، وهندسة رحلة العميل","-","-","Abdellah Chaaban","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","V02-WA","[V02-WA] Video - خايفة الضياف يحكمو عليك من الطابلة ديالك؟ حبسي الت","Video","خايفة الضياف يحكمو عليك من الطابلة ديالك؟ حبسي التخمام، الحل اللي غادي يحمّر ليك وجهك وصل.","(الوجه الإعلامي، بنبرة دافئة ومتفهمة)
كتوجدي لشي مناسبة كبيرة... رمضان، خطوبة، عقيقة... وكاع همك هو الطابلة تكون كاتشهي وتحمّر الوجه.
ولكن فوسط الروينة والستريس، كيبقى عندك داك التخوف... واش هادشي غادي يعجبهم؟ واش الجودة هي هاديك؟
(تغيير النبرة إلى حماسية وواثقة)
هاد القلق سالا! مع Maison Sucre d'Orge، مناسبتك كاتولي لوحة فنية، ماشي غير ماكلة.
حنا ماشي غير پاتيسري، حنا الشريك ديالك فكل مناسبة عزيزة عليك.
(لقطات مونتاج سريعة وفخمة)
تشكيلة ديال المملحات بريستيج... اللي ذوقها يهبل.
حلويات راقية... باللوز، بالنوڭا، بالشكلاط... الديكور والبنة كايمشيو بجوج.
و لي كيك ديزاين... حلمي كيف بغيتي، وحنا نطبقوه ليك على أرض الواقع.
(العودة للوجه الإعلامي)
السر ديالنا؟ مكونات من الجودة الأولى، وحرفيين كايخدمو بيديهم وبحب كبير.
هاد رمضان، بغيناك ترتاحي و تستمتعي بلحظاتك مع العائلة.
خلي علينا التوجاد، وحنا نضمنو ليك 'حلاوة تحمّر الوجه'.","👑 مناسبتك تستاهل الأفضل... وراحة بالك هي الأولويّة! 

كل مناسبة عزيزة عليك، كاتجي معاها مسؤولية كبيرة: خاص كلشي يكون مثالي، وخصوصاً الماكلة اللي كتحطّي للضياف. داك الستريس ديال 'واش غادي يعجبهم الحال؟' سالا الوقت ديالو.

Maison Sucre d'Orge كتقدم ليك الحل المتكامل: تشكيلات راقية من الحلو والمالح، و كيك ديزاين على حساب حلمك. كلشي بمكونات عالية الجودة وبلمسة فنية تحمّر الوجه.

هاد رمضان، اختاري راحة البال والتميز. 

حري وجهك بحلاوة و ملوحة 'Maison Sucre d'Orge'! اكتشفي عروض رمضان الحصرية في الصفحة. 

#MaisonSucreDOrge #حلويات_مغربية #مملحات_بريستيج #كيك_ديزاين_المغرب #رمضان_2024 #مناسبات_المغرب #الدار_البيضاء #الرباط #مراكش","إخراج بن صايبي بلمسة سينمائية فاخرة.
المشهد الافتتاحي: لقطة مقربة على وجه سيدة قلقة وهي تنظر لهاتفها، الخلفية توحي بتحضيرات لمناسبة. إضاءة خافتة تعكس التوتر.
الانتقال: موسيقى هادئة ومتوترة في البداية، ثم تتغير إلى موسيقى راقية وملهمة مع ظهور لوغو Maison Sucre d'Orge.
الوجه الإعلامي: يظهر في ديكور أنيق ودافئ، يرتدي ملابس راقية، يتحدث مباشرة للكاميرا بصدق وثقة.
مونتاج B-Roll: لقطات Slow-motion فنية جداً لأنواع الحلويات والمملحات والكيك. زوايا تصوير تبرز التفاصيل الدقيقة (Macro shots). لقطات لفريق العمل المحترف وهو يعمل بدقة وحرفية. إضاءة دافئة وراقية طوال الفيديو.
المشهد الختامي: لقطة واسعة لطاولة رمضانية فخمة متكاملة من منتجات Maison Sucre d'Orge، وعائلة سعيدة حولها. يظهر شعار 'حلاوة تحمّر الوجه' مكتوباً بأناقة.","Islem Ben","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","C03-WA","[C03-WA] Carousel - علاش Maison Sucre d'Orge هو الحل السحري لكل مناسبا","Carousel","علاش Maison Sucre d'Orge هو الحل السحري لكل مناسباتك؟","Slide 1: شنو هي Maison Sucre d'Orge؟
ماشي مجرد پاتيسري، حنا الشريك ديالك باش تخلق لحظات ماكتنتساش. الجودة، الفن، وراحة البال... مجموعين فبلاصا وحدة.
Slide 2: حلوياتنا الراقية
من الكعب غزال المْعَلَّك حتى للصابلي بريستيج المْزيّن. كل حبة حلوى عندنا هي تحفة فنية، مصنوعة بمكونات عالية الجودة باش تضمن ليك بنة لا تقاوم.
Slide 3: مملحاتنا الفاخرة
نسى المملحات العادية! اكتشف تشكيلة بريستيج ديالنا اللي غادي تبهج بيها ضيافك: بسيطلات صغار، كيش، بريوات بحشوات مبتكرة... كلشي على حقو وطريقو.
Slide 4: كيك الأحلام
عندك شي فكرة فبالك لكيكة عيد ميلاد، خطوبة، أو أي مناسبة؟ فريقنا ديال لي كيك ديزاينرز مستاعد يحوّل حلمك لحقيقة. تصميم فريد ومذاق استثنائي.
Slide 5: جودة لا تُضاهى
السر ديالنا؟ كانختارو أحسن المكونات: لوز بلدي، زبدة حيوانية، شكلاط من النوع الرفيع... وكانخدموهم بيدين حرفيين عندهم سنين ديال الخبرة.
Slide 6: مناسبتك، مهمتنا
حلو، مالح، كيك... كلشي اللي تحتاجو لمناسبة ناجحة ومحمّرة للوجه كاينة عندنا. ركّز نتا على ضيافك، وخلي علينا الباقي.","🤔 شنو اللي كيخلّي مناسبة عادية... تولي مناسبة استثنائية؟ 

الجواب كاين فالتفاصيل! من الحلو المتقون، للمالح اللي كيشهي، حتى للكيك اللي كيبقى ذكرى زوينة. ولكن شكون عندو الوقت يقلب على كل حاجة بوحدها؟

مع Maison Sucre d'Orge، جمعنا ليك كلشي فبلاصا وحدة وبجودة وحدة: جودة كتحمّر الوجه. اكتشف فهد الكاروسيل علاش حنا الاختيار الأول لمناسباتكم الراقية. 

اكتشفوا بنفسكم الفرق، زوروا صفحتنا و اتصلوا بنا! 

#حل_متكامل #الجودة_المغربية #حلويات_راقية #مملحات_فاخرة #تنظيم_مناسبات #صنع_في_المغرب #الدار_البيضاء #بريستيج","تصميم راقي وبسيط. استخدام هوية بصرية موحدة.
Slide 1: صورة فخمة لواجهة المحل أو لوغو بارز على خلفية أنيقة.
Slide 2: صورة عالية الجودة لطبق حلويات مشكّل. خط أنيق وكلاسيكي.
Slide 3: صورة احترافية لطبق مملحات بريستيج.
Slide 4: صورة مجمّعة (Collage) لثلاثة كيكات ديزاين مختلفة ومبهرة.
Slide 5: صورة مقربة لمكونات فاخرة (لوز، فستق، قطع شكلاط) بجانب يد شيف.
Slide 6: صورة لطاولة مناسبات متكاملة وعليها عبارة 'مناسبتك، مهمتنا' بخط واضح. وضع معلومات التواصل في الأسفل.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","P04-WA","[P04-WA] Image - ماشي غير حلاوة... هادي حلاوة كاتحمّر الوجه!","Image","ماشي غير حلاوة... هادي حلاوة كاتحمّر الوجه!","Maison Sucre d'Orge
حلاوة تحمّر الوجه.","🌟 الوعد ديالنا بسيط وواضح. 

فكل قطعة كنصاوبوها، فكل طلبية كنوصلوها، عندنا هدف واحد: نقدّمو ليك منتوج اللي يخليك فخور قدام ضيافك وعائلتك. الجودة ماشي اختيار، الجودة هي الأساس ديالنا.

Maison Sucre d'Orge: ماشي غير كلام، هادي هي خدمتنا. 

تأكدوا من جودتنا و خدمة عملائنا. Maison Sucre d'Orge: عنوان الرقي. 

#حلاوة_تحمر_الوجه #الجودة_أولا #صنع_بحب #حرفية_مغربية #المغرب #فخامة","تصميم بصري قوي جداً. صورة عالية الجودة لمنتج واحد مثالي (مثلاً حبة حلوى اللوز متقونة جداً) على خلفية سوداء أو بيضاء بسيطة وراقية. الشعار (السلوغان) مكتوب بخط فخم وأنيق تحت الصورة. اللوغو في زاوية بشكل غير مزعج.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","V05-WA","[V05-WA] Video - عمرك سولتي راسك شنو هو السر ورا بنّة كاتبقى فالفم؟","Video","عمرك سولتي راسك شنو هو السر ورا بنّة كاتبقى فالفم؟ تبع معانا وكتاشف!","(صوت تعليق احترافي ودافئ)
الجودة ماشي صدفة، الجودة اختيار.
فـ Maison Sucre d'Orge، رحلة الجودة كتبدا قبل ما العجينة تعجن.
كتبدا من هنا... (لقطة لمزارع اللوز)
كنختارو حبة بحبة، أجود أنواع اللوز البلدي.
و من هنا... (لقطة للزبدة الحيوانية عالية الجودة)
الزبدة اللي كاتعطي الهشاشة والذوق الأصيل.
و كتوصل لهنا... (لقطة لأيدي حرفي وهو يشكل الحلوى)
ليدين حرفيين خبراء، كيعطيو لكل قطعة وقتها وحقها.
هادشي علاش كل حبة حلوى عندنا ماشي غير ماكلة... هي تجربة.
تجربة ديال الذوق الرفيع، والجودة اللي كتحس بيها.","🔬 الجودة ماشي كلمة كنقولوها، الجودة هي وصفة كنطبقوها. 

بزاف كيسولو على سر البنة ديالنا. السر ماشي خلطة سحرية، السر هو التزام صارم بالجودة فكل مرحلة: من اختيار أجود المكونات الطبيعية، حتى ليدين الحرفيين اللي كيبدعوا فكل قطعة.

شاهدوا هاد الفيديو القصير واكتشفوا الرحلة اللي كتقطعها كل حبة حلوى قبل ما توصل عندكم وتزيّن طاولتكم. 

اكتشفوا تفاصيل الجودة التي تضمن لكم 'حلاوة تحمّر الوجه'. تواصلوا معنا الآن! 

#سر_الجودة #مكونات_طبيعية #صناعة_تقليدية #حرف_يدوية #المذاق_الأصيل #حلويات_مغربية_فاخرة #المغرب","فيديو Motion Graphics مع لقطات فيديو حقيقية مدمجة.
البداية: سؤال يظهر على الشاشة بأحرف متحركة أنيقة. 
المحتوى: استخدام رسوم متحركة لتتبع رحلة المكونات من المصدر (خريطة المغرب مع إشارة لمنطقة اللوز مثلاً). دمج لقطات فيديو Macro عالية الجودة للمكونات (لوز، عسل حر، زبدة). لقطات حقيقية لأيدي الحرفيين وهي تعمل ببطء ودقة. موسيقى تصويرية هادئة وراقية. التعليق الصوتي يكون هادئ وواثق.","Ahmed Benkali","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","C06-WA","[C06-WA] Carousel - كيفاش كنضمنو ليك جودة عالمية فكل حبة حلوى؟ رحلة من","Carousel","كيفاش كنضمنو ليك جودة عالمية فكل حبة حلوى؟ رحلة من 5 خطوات.","Slide 1: منين كاتجي الجودة ديال بصح؟
الجودة عندنا ماشي غير فالمنتوج النهائي، هي رحلة كتبدا من الأصل...
Slide 2: الخطوة 1: اختيار المكونات: سرّ المذاق
ماكاينش تنازل! لوز بلدي معلك، زبدة من أصل حيواني، عسل حر، وشكلاط من النوع الرفيع. الأساس ديالنا هو الأفضل فقط.
Slide 3: الخطوة 2: أيادي الحرفيين: لمسة فنية
فريقنا ماشي مجرد خداما، هوما فنانين. كل واحد فيهم عندو خبرة سنين طويلة، وكيعطي لكل قطعة لمسة خاصة ديال الإتقان والحب.
Slide 4: الخطوة 3: الاهتمام بالتفاصيل: الفرق ديالنا
من العبار ديال المقادير بالڭرام، حتى للنقشة الأخيرة ديال التزيين. كنعطيو اهتمام لأصغر التفاصيل لأنها هي اللي كاتصنع الفرق.
Slide 5: النتيجة: تحفة فنية تزهّي وجهك
النتيجة ماشي غير حلوى، هي قطعة فنية كتجمع بين المذاق الأصيل والشكل الراقي. جاهزة باش تبهج بيها ضيافك وتكون فخور براسك.","✨ رحلة الجودة خطوة بخطوة! 

الجودة العالية ماشي ساهلة، وراها قصة ديال الاختيارات الصائبة والعمل المتقون. حبينا نشاركو معاكم الرحلة اللي كتقطعها كل قطعة من منتجاتنا، من مجرد فكرة حتى كاتوصل لتحفة فنية بين يديكم.

تصفحوا الكاروسيل واكتشفوا علاش كنقولو بكل ثقة: Maison Sucre d'Orge هي 'حلاوة كتحمّر الوجه'. 

شاهدوا بأنفسكم سرّ التميز، زوروا صفحتنا! 

#وراء_الكواليس #رحلة_الجودة #صناعة_الحلويات #حرفيين_المغرب #إتقان #تفاصيل_تصنع_الفرق #المغرب","تصميم تعليمي وجذاب.
Slide 1: خلفية راقية مع السؤال الرئيسي بخط كبير وواضح.
Slide 2: صورة مقربة ومشرقة لمكونات خام فاخرة مصفوفة بشكل فني.
Slide 3: صورة بالأبيض والأسود لشيف أو حرفي يركز في عمله، لإضفاء طابع فني ومهني.
Slide 4: لقطة مقربة جداً (Extreme close-up) ليد تزين قطعة حلوى بدقة متناهية.
Slide 5: صورة لطبق حلويات نهائي فاخر جداً، مضاء بشكل احترافي.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","P07-WA","[P07-WA] Image - هادي ماشي غير ماكلة... هذا فن كيتكال!","Image","هادي ماشي غير ماكلة... هذا فن كيتكال!","L'Art de la Pâtisserie.
الفن الذي يُذاق.","🎨 عندما يلتقي الفن بالذوق... 

كل قطعة نقدّمها هي لوحة فنية مصممة لتبهج العين قبل الفم. لأننا نؤمن أن الحلويات الراقية هي تجربة حسية متكاملة. 

تذوقوا الفن الراقي. Maison Sucre d'Orge. 

#فن_الحلويات #باتيسري_فاخرة #تحفة_فنية #إبداع #ديزاين #المغرب_يبدع","صورة فنية جداً. لقطة مقربة لقطعة كيك ديزاين أو حلوى بريستيج معقدة، تُظهر التفاصيل الدقيقة كأنها منحوتة. الإضاءة مسلطة على المنتج فقط والخلفية معتمة (Low-key lighting). النص مكتوب بخط serif أنيق ورفيع.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","V08-WA","[V08-WA] Video - رمضان على الأبواب والروينة ديال التوجاد بدأت؟ شوفي","Video","رمضان على الأبواب والروينة ديال التوجاد بدأت؟ شوفي كيفاش تقدري تجمعي بين طابلة كتحمّر الوجه وراحة البال!","(صوت تعليق يروي قصة)
قبل... كانت سارة كتبغي تفرح عائلتها فطابلة رمضان. ولكن كل نهار، نفس القصة: روينة فالكوزينة، ستريس، وعيا... وفاللخر، ماكيبقاش ليها الجهد باش تجلس وتستمتع باللحظة.
(مشاهد سريعة لسيدة متعبة في المطبخ)
الآن... (موسيقى هادئة وراقية)
سارة لقات الحل. ولات كاتركز على اللي مهم: الوقت مع ولادها وعائلتها. والطابلة؟ ديما واجدة، عامرة بأشهى المملحات والحلويات الراقية.
(مشاهد لسيدة مرتاحة تضحك مع عائلتها حول طاولة رمضانية فخمة)
الجسر بين 'قبل' و 'الآن'؟ هو Maison Sucre d'Orge.
حنا ماشي غير كانبيعو ليك الحلو والمالح. حنا كانبيعو ليك راحة البال، والوقت الغالي مع أحبابك، والثقة فطابلة ديما كتحمّر الوجه.","😩 من ستريس الكوزينة... لراحة البال على الطابلة! 

كلنا كنعرفو ديك الدوامة ديال التحضيرات فالمناسبات ورمضان: الرغبة فتقديم الأفضل، والعيا اللي كيجي معاها. ولكن واش ضروري تكون هاكا؟

اكتشفي فالفيديو قصة سارة، وكيفاش Maison Sucre d'Orge حوّلات تجربتها من التعب والقلق... إلى المتعة وراحة البال. الحل أبسط مما كتصوري. 

خلّي طاولة رمضان تاعك ساهلة و راقية مع Maison Sucre d'Orge. تواصلي معنا لطلب قائمة عروضنا! 

#راحة_البال #رمضان_بدون_ستريس #حلول_ذكية #طاولة_رمضان #المطبخ_المغربي #عروض_رمضان #المغرب","إخراج بن صايبي بلمسة قصصية وعاطفية.
مشاهد 'قبل': كاميرا مهتزة قليلاً، ألوان باهتة، إضاءة مطبخ عادية، مشاهد سريعة تظهر الفوضى والتعب على وجه الممثلة.
الجسر (Bridge): لقطة انتقال سلسة، مثلاً شاشة الهاتف وهي تطلب من صفحة MSO، ثم تتغير الألوان والموسيقى.
مشاهد 'بعد': كاميرا ثابتة وسينمائية، ألوان دافئة وغنية، إضاءة احترافية، لقطات بطيئة (Slow-motion) للضحكات واللحظات العائلية السعيدة. التركيز على جمال الطاولة وراحة الممثلة.","Islem Ben","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","C09-WA","[C09-WA] Carousel - مابقيتيش حاملة روينة التوجاد ديال المناسبات؟ هاكي ","Carousel","مابقيتيش حاملة روينة التوجاد ديال المناسبات؟ هاكي الدليل باش تكوني مرتاحة ووجهك محمر!","Slide 1: كيفاش توجدي مائدة مثالية بلا صداع الراس؟
دليلك البسيط لمناسبة ناجحة ومريحة.
Slide 2: المشكل: التعب و الضغط
التفكير شنو توجدي، التقضية، السوايع فالكوزينة، التنسيق بين الحلو والمالح... هادشي كامل كيخليك توصلي للمناسبة عيانة و مضغوطة.
Slide 3: الحل: Maison Sucre d'Orge
عوض ما تضيعي وقتك ومجهودك، خلي الخبراء يتكلفو. حنا كنوفرو ليك كلشي بجودة عالية و فبلاصا وحدة. يعني: مجهود أقل، ونتيجة أفضل.
Slide 4: الخيارات: حلو، مالح، كيك
من البلاطو ديال المملحات بريستيج، للبلاطو ديال الحلوى البلدية الراقية، حتى للكيك ديزاين اللي غادي يبهر ضيافك. كلشي متوفر وعلى حسب ذوقك.
Slide 5: النتيجة: الراحة والتميز
تخيلي راسك جالسة مع ضيافك، مرتاحة، وكاتشوفي الإعجاب فعينيهم بالطابلة ديالك الأنيقة. هاد الشعور ماعندو ثمن.
Slide 6: خطوات بسيطة لمناسبتك الجاية
1. اختاري التشكيلة اللي عجباتك.
2. تواصلي معانا باش نأكدو الطلبية.
3. استمتعي بمناسبتك! صافي.","🤯 تنظيم المناسبات ماخاصوش يكون كابوس! 

بين الخدمة، الدار، والولاد، التفكير فتنظيم شي مناسبة كيولي عبء كبير. ولكن الحل موجود!

قلب(ي) فالصور وشوف(ي) كيفاش Maison Sucre d'Orge تقدر تبسط ليك الحياة وتخليك تستمتع(ي) بلحظاتك الزوينة بلا ستريس وبلا روينة. لأنك تستاهل(ي) تكون ضيف(ة) فالمناسبة ديالك. 

اجعلي ضيوفك يتكلمون عن روعة ذوقك دون عناء. اكتشفي كيف! 

#تنظيم_المناسبات #دليل #بدون_ستريس #حلول_عملية #المغرب #الدار_البيضاء #حياة_أسهل","تصميم على شكل دليل إرشادي (Guide).
Slide 1: عنوان جذاب مع أيقونة أو رسم توضيحي بسيط.
Slide 2: استخدام أيقونات تعبر عن التعب (ساعة، قائمة مهام طويلة، وجه متعب).
Slide 3: إبراز لوغو MSO بشكل واضح كأنه 'ختم الحل'.
Slide 4: تصميم مقسم لثلاثة أجزاء، كل جزء فيه صورة (حلو، مالح، كيك) مع عنوانه.
Slide 5: صورة لسيدة أنيقة تبتسم وهي تستقبل ضيوفها في صالون راق.
Slide 6: تصميم بسيط وواضح للخطوات مع أرقام كبيرة وأيقونات بسيطة (هاتف، تأكيد، احتفال).","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","P10-WA","[P10-WA] Image - الأناقة، البنة، وراحة البال... مجموعين فصورة وحدة.","Image","الأناقة، البنة، وراحة البال... مجموعين فصورة وحدة.","مناسبتك الراقية تبدأ من هنا.","🍽️ الصورة اللي كيحلم بيها كل مضيف. 

طاولة متكاملة، أنيقة، وكتشهي. بلا روينة الكوزينة وبلا ستريس ديال آخر لحظة. هادي هي الخدمة اللي كنقدموها فـ Maison Sucre d'Orge: ماشي غير منتجات، بل راحة بال تامة.

تخيل هاد المنظر فمناسبتك الجاية... 

اختاري Maison Sucre d'Orge لمناسباتك، و دعي الباقي علينا. 

#طاولة_الأحلام #بوفيه #مناسبات_فاخرة #أناقة #راحة_بال #فن_الاستقبال #المغرب","صورة بانورامية فخمة جداً لطاولة مناسبات متكاملة (Buffet)، تظهر فيها أطباق الحلو والمالح من Maison Sucre d'Orge منسقة بشكل احترافي مع ديكور راقٍ. الإضاءة طبيعية ومشرقة. النص مكتوب بخط أنيق في الجزء السفلي من الصورة.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
