Project Name,Opportunity ID,Opportunity Name,Creative Format,Hooks,scripts,Ad Copy,Technical Directions,Opportunity Owner,Pipeline,Contact Id
"Wayso Project","V01-WA","[V01-WA] Video - -","Video","-","تحليل السوق، بناء الاستراتيجية، وهندسة رحلة العميل","-","-","Abdellah Chaaban","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","V02-WA","[V02-WA] Video - Économiser 10,000 DA aujourd'hui pour risquer la v","Video","Économiser 10,000 DA aujourd'hui pour risquer la vie de votre famille demain ? Le vrai prix des pièces contrefaites.","Vous roulez tranquillement, la famille à bord... et soudain, un bruit étrange.
Votre voiture s'arrête au milieu de nulle part. Un cauchemar.
Ce n'est pas de la malchance. C'est souvent le résultat d'une pièce de rechange de mauvaise qualité.
Une pièce qui vous a fait économiser un peu d'argent... mais qui vous coûte aujourd'hui votre sécurité, votre temps et bien plus cher en réparations.
Arrêtez de jouer à la loterie avec votre voiture. Vous, votre famille, vous méritez mieux.
Chez Wayso, nous ne vendons pas de simples pièces. Nous vous offrons la tranquillité d'esprit.
Chaque pièce est 100% originale. Garantie.
Filtres, freins, suspensions, kits de distribution... Tout ce dont votre voiture a besoin pour rester fiable et performante.
Imaginez conduire sans cette anxiété. Sans la peur d'une panne.
C'est ça, la promesse Wayso.
Ne laissez pas une fausse économie mettre votre vie en danger.
Visitez notre site web ou contactez-nous dès maintenant pour trouver la pièce d'origine certifiée pour votre véhicule.","Le bas prix coûte cher... Surtout quand il s'agit de la sécurité de votre famille. 

 Combien de fois avons-nous entendu parler de problèmes et d'accidents causés par une pièce de rechange contrefaite ?
Chez Wayso, votre sécurité est notre priorité. Nous fournissons des pièces 100% originales et garanties, pour que vous puissiez conduire l'esprit tranquille.
Choisissez la fiabilité. Choisissez la sérénité. 

 Pour garantir votre sécurité et celle de vos proches, contactez Wayso maintenant et installez l'original ! 

 #Wayso #PiècesAuto #Algérie #SécuritéRoutière #PiècesOriginales #AutoDZ #Mécanique","Scène 1 (Problème): Famille souriante dans une voiture. Travelling avant sur le visage du conducteur. Soudain, son expression change en entendant un bruit. Caméra extérieure, la voiture ralentit et s'arrête sur le bas-côté, capot fumant. Lumière dramatique. Ton de la voix: Inquiet.
Scène 2 (Agitation): Gros plan sur le visage frustré du conducteur. Inserts rapides sur une dépanneuse, un garagiste secouant la tête, une facture élevée. Ton: Accusateur, grave.
Scène 3 (Solution): Le logo Wayso apparaît en fondu, avec une musique rassurante. Un expert Wayso, souriant et confiant, montre une pièce dans son emballage d'origine. Éclairage clair et professionnel. Ton: Rassurant, autoritaire.
Scène 4 (Désir): Montage dynamique de différentes pièces de rechange de haute qualité. Plans macro sur les détails, les logos des marques. Scènes de voitures roulant parfaitement sur de belles routes. Une famille heureuse et en sécurité. Ton: Inspirant, confiant.
Scène 5 (Action): Le visage de l'expert Wayso revient à l'écran. Il pointe vers un bandeau affichant l'URL du site et le numéro de téléphone. Le slogan 'Wayso: La pièce d'origine, la route tranquille.' apparaît en texte final. Ton: Direct, clair, appel à l'action.","Islem Ben","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","C03-WA","[C03-WA] Carousel - عينك هي الميزان! شوف بعينك الفرق بين قطعة تخدمك و ","Carousel","عينك هي الميزان! شوف بعينك الفرق بين قطعة تخدمك و قطعة تخدعك.","Slide 1: السر الحقيقي لأمان سيارتك ماشي في السياقة برك... راهو مخبي لداخل!
Slide 2: على اليمين: قطعة أصلية بختم المصنع و مواد عالية الجودة. على اليسار: قطعة مقلدة، تبان كيفها بصح المواد تاعها رديئة و فيها عيوب تصنيع واضحة.
Slide 3: الضمان تاعنا ماشي كلمة برك! كل قطعة من عند Wayso تجي بالضمان تاعها لي يحميك و يحمي سيارتك. الثقة تبنى بالأفعال.
Slide 4: سيارة بقطع غيار أصلية محافظة على قيمتها عند البيع. استثمارك اليوم هو ربحك غدوة!
Slide 5: ما تزيدش تخمم. اكتشف مجموعتنا الكاملة من قطع الغيار الأصلية و المضمونة. سلامتك تبدأ من هنا.","ما تخدعش روحك بـ 'شبيه الأصلي'! 

 تعرف بلي كاينة فروقات ما تبانش بالعين المجردة بين قطعة غيار أصلية و قطعة مقلدة؟
هاد الفروقات الصغيرة قادرة تسببلك مشاكل كبيرة في الطريق.
في هذا الكاروسال، راح نورولك كيفاش تحمي استثمارك و سلامتك. 

 اكتشف الفرق بنفسك. مرر الصور للتفاصيل! 

 #الأصلي_يضمن #قطع_غيار_سيارات #الفرق_واضح #WaysoDZ #نصائح_ميكانيك #الجودة_أولا #الجزائر","Slide 1: صورة عالية الجودة لسيارة حديثة على طريق جميل، مع العنوان بخط عريض وواضح. الخلفية هادئة.
Slide 2: تصميم بأسلوب 'Side-by-Side'. إضاءة واضحة على القطعة الأصلية، و إضاءة خافتة على المقلدة مع أسهم تشير للعيوب (تشققات، مواد رديئة). استخدام أيقونات (صح/خطأ).
Slide 3: تصميم يركز على أيقونة درع أو ختم ضمان كبير. استخدام خط يوحي بالثقة والمصداقية. الخلفية تكون شعار Wayso بشكل شفاف.
Slide 4: انفوجرافيك بسيط يوضح منحنى قيمة السيارة مع القطع الأصلية (ينزل ببطء) مقابل منحنى مع القطع المقلدة (ينزل بسرعة). استخدام ألوان واضحة (أخضر/أحمر).
Slide 5: شبكة صور (Grid) لقطع غيار مختلفة مع شعار Wayso في الوسط. دعوة للعمل تكون داخل زر بارز بصريا.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","P04-WA","[P04-WA] Image - كي تكون تسوق بعايلتك، كاينة حاجة وحدة ماعندهاش سعر","Image","كي تكون تسوق بعايلتك، كاينة حاجة وحدة ماعندهاش سعر: راحة بالك.","قيادة آمنة تبدأ من إختيار موثوق.
Wayso. ركّب الأصلي وتهنّى من الطريق.","واش تسوى راحة بالك و أنت تسوق مع عائلتك؟ 

 شعور لا يقدر بثمن أنك تعرف بلي سيارتك آمنة 100%، و كل قطعة فيها تخدم كيما لازم.
هذا هو الأمان لي نوفروه في Wayso.
لأن سلامة عائلتك مافيهاش حل وسط. 

 ركّب الأصلي وتهنّى من الطريق. زورونا لتجربة قيادة آمنة. 

 #راحة_البال #عائلتي_أولا #أمان_الطريق #Wayso #قطع_غيار_أصلية #الجزائر #سياقة_آمنة","صورة عاطفية عالية الجودة: سائق (أب) ينظر في المرآة الخلفية مبتسما لأطفاله في المقعد الخلفي. التركيز على وجه الأب ونظرة الطمأنينة. الإضاءة دافئة وطبيعية. النص يوضع في زاوية من الصورة بخط أنيق وواضح. شعار Wayso في الأسفل.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","V05-WA","[V05-WA] Video - Une seule pièce contrefaite peut transformer votre","Video","Une seule pièce contrefaite peut transformer votre voiture en piège. Protégez votre famille.","Votre voiture. Des milliers de pièces qui travaillent ensemble en parfaite harmonie.
Mais il suffit d'UNE seule pièce défectueuse... pour que tout bascule.
Un système de freinage qui lâche au mauvais moment.
Une courroie de distribution qui casse et détruit votre moteur.
Les pièces contrefaites sont une bombe à retardement.
Elles vous exposent à des pannes graves, des accidents, et des réparations qui coûtent une fortune.
Ne prenez pas ce risque.
La solution est simple : exigez toujours l'original.
Chez Wayso, nous vous garantissons des pièces 100% certifiées par le constructeur.
Pour votre sécurité, et celle de ceux que vous aimez.
Wayso. Ne laissez aucune place au hasard.","Une catastrophe peut commencer avec une seule pièce contrefaite ! 

 En un instant, une pièce non garantie peut transformer un trajet ordinaire en tragédie.
Les risques des pièces contrefaites sont réels et menacent directement votre sécurité.
Regardez la vidéo pour savoir comment vous protéger, vous et votre famille. 

 Ne risquez pas votre vie. Visitez-nous aujourd'hui et choisissez la sécurité que votre voiture mérite ! 

 #Danger #PiècesContrefaites #SécuritéAvantTout #WaysoDZ #Avertissement #Accidents #Algérie","Motion Graphics فيديو.
Style: سريع، مؤثر، باستخدام أيقونات ورسوم متحركة بسيطة وواضحة.
Scène 1 (Problème): رسم متحرك يظهر انفجار (Exploded view) لسيارة مع آلاف القطع. ثم زووم سريع على قطعة واحدة تومض باللون الأحمر.
Scène 2 (Agitation): أيقونات تحذيرية تظهر بسرعة. رسم لسيارة تفقد فراملها. رسم لعداد أموال ينقص بسرعة لتمثيل تكاليف الإصلاح. استخدام مؤثرات صوتية قوية (صوت فرامل، انفجار صغير). النص يظهر على الشاشة بشكل متزامن مع الصوت.
Scène 3 (Solution): شاشة حمراء تتحول إلى شاشة خضراء مع ظهور شعار Wayso و درع حماية حول رسم سيارة. النص '100% Original' يظهر بوضوح. الرسوم تصبح هادئة ومطمئنة.
النبرة الصوتية: تبدأ بقلق وتوتر، ثم تصبح حازمة ومباشرة، وتنتهي بنبرة قوية ومطمئنة.","Ahmed Benkali","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","C06-WA","[C06-WA] Carousel - سيارتك راهي تعطيك في إشارات! 5 علامات تكشفلك القطع","Carousel","سيارتك راهي تعطيك في إشارات! 5 علامات تكشفلك القطع المقلدة قبل ما يفوت الفوت.","Slide 1: 5 علامات تحذيرية تدل على أن سيارتك تعاني من قطع غيار مقلدة!
Slide 2: الخطر الأمني: أصوات غريبة عند الفرملة؟ اهتزاز غير عادي في المحرك؟ هذه ماشي تفاصيل، هذه علامات خطر على سلامتك و سلامة لي معاك.
Slide 3: الخطر المالي: هل سيارتك أصبحت تزور الميكانيكي أكثر منك؟ القطع المقلدة تتعطل بسرعة و تتسبب في أعطال أخرى، و تكلّف أكثر من سعرها أضعاف المرات.
Slide 4: ما تستناش حتى يفوت الأوان. تواصل معنا اليوم لفحص إحترافي و تأكد من أن كل قطعة في سيارتك أصلية و آمنة.","ما تخليش سيارتك تكون قنبلة موقوتة! 

 أحياناً، سيارتك تحاول تخبرك بوجود مشكلة. أصوات، اهتزازات، أعطال متكررة... كلها إشارات تحذيرية.
تعلّم كيف تتعرف على علامات الخطر الناتجة عن قطع الغيار المقلدة. 

 أحمي عائلتك و فلوسك. مرر الصور باش تعرف أكثر! 

 #علامات_الخطر #صيانة_السيارات #نصائح_Wayso #قطع_غيار #ميكانيك_الجزائر #الأمان_في_الطريق","Slide 1: تصميم قوي بخلفية داكنة وعنوان بارز باللون الأحمر أو الأصفر التحذيري. استخدام أيقونة علامة تعجب كبيرة.
Slide 2: استخدام أيقونات تمثل الخطر (مثل أيقونة فرامل عليها علامة X، أيقونة محرك يهتز). نص قصير ومباشر. خلفية فيها صورة مكبرة لقرص فرامل متآكل.
Slide 3: انفوجرافيك بسيط يظهر كيس نقود فارغ بجانب أيقونة سيارة على رافعة. استخدام أرقام لبيان التكلفة المتزايدة.
Slide 4: صورة واضحة ومشرقة لميكانيكي Wayso محترف يفحص سيارة. دعوة للعمل تكون واضحة وفي زر بارز.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","P07-WA","[P07-WA] Image - أكثر من 30% من الحوادث... سببها قطعة غيار ما تسواش","Image","أكثر من 30% من الحوادث... سببها قطعة غيار ما تسواش.","هل تعلم؟
أكثر من 30% من حوادث السير سببها المباشر أعطال ميكانيكية ناتجة عن قطع غيار رديئة.
(المصدر: تقارير السلامة المرورية العالمية)
لا تكن جزءاً من هذه الإحصائية.","رقم صادم لازم تعرفو! 

 الحقيقة مرة: جزء كبير من الحوادث المأساوية لي نشوفوها كل يوم كان يمكن تفاديها.
الاختيار الخاطئ لقطعة غيار يقدر يكون عندو عواقب وخيمة.
سلامتك وسلامة غيرك مسؤولية. 

 لا تكن الرقم التالي. اختر الأمان مع Wayso. 

 #إحصائيات #السلامة_المرورية #حوادث_الجزائر #Wayso #قطع_غيار_أصلية #تحذير #مسؤولية","تصميم بصري قوي ومباشر. خلفية داكنة. الرقم '30%' مكتوب بحجم كبير جداً وبلون أحمر صارخ. النص المتبقي يكون تحته بخط أصغر ولكن واضح. شعار Wayso في الأسفل مع دعوة للعمل 'اختر الأمان. اختر Wayso'.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","V08-WA","[V08-WA] Video - Vous payez pour la même réparation encore et encor","Video","Vous payez pour la même réparation encore et encore ? L'économie intelligente, c'est de payer une seule fois.","Voici l'histoire de Karim. (BEFORE)
Karim aime sa voiture, mais sa voiture ne semble pas l'aimer.
Chaque mois, une nouvelle panne. Un nouveau bruit. Un nouveau voyage chez le mécanicien.
Il pensait faire des économies en achetant des pièces moins chères.
En réalité, il dépensait le double en réparations constantes. Son temps, son argent, sa patience... tout était perdu. (BRIDGE)
Jusqu'au jour où un ami lui a parlé de Wayso.
Au début, Karim était sceptique. 'Les pièces d'origine sont trop chères' disait-il.
Mais il a fait le calcul. Une seule pièce d'origine garantie lui coûterait moins cher que trois réparations avec des pièces contrefaites. (AFTER)
Aujourd'hui, cela fait un an que Karim roule l'esprit tranquille. Plus de pannes surprises. Plus de dépenses imprévues.
Il a compris que la vraie économie, ce n'est pas le prix d'achat. C'est la durabilité.
Faites comme Karim. Investissez dans votre tranquillité. Choisissez Wayso.","Combien perdez-vous chaque année à cause de pannes répétitives ? 

 L'histoire de Karim pourrait être la vôtre. Dépenser votre argent sur le même problème qui revient sans cesse.
Il existe une solution intelligente qui vous fait économiser de l'argent et vous apporte la tranquillité d'esprit à long terme.
Découvrez comment investir dans l'original est la véritable économie. 

 Investissez dans votre tranquillité d'esprit et votre portefeuille ! Contactez nos experts pour savoir comment économiser à long terme ! 

 #ÉconomieIntelligente #Investissement #SuccessStory #WaysoDZ #PiècesAuto #MaintenanceIntelligente #Algérie","Storytelling Motion Graphics.
BEFORE: مشاهد بالأبيض والأسود أو بألوان باهتة. شخصية 'كريم' تظهر متعبة ومحبطة. أيقونات تظهر (ساعة تدور بسرعة، محفظة تفرغ). مؤثرات صوتية مزعجة (صوت محرك متعطل).
BRIDGE: انتقال بصري. شاشة تنقسم، يظهر شعار Wayso في المنتصف كجسر. الموسيقى تتغير من متوترة إلى إيجابية.
AFTER: المشاهد تصبح ملونة وزاهية. شخصية 'كريم' تظهر سعيدة وواثقة، تقود سيارتها على طريق مشمس. انفوجرافيك بسيط يظهر '1 pièce originale < 3 réparations'.
النبرة الصوتية: تبدأ كراوي قصة، متعاطف مع 'كريم'، ثم تصبح ملهمة ومحفزة في النهاية.","Ahmed Benkali","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","C09-WA","[C09-WA] Carousel - الرّخيس يكلّف الغالي! احسب بنفسك شحال راك تخسر صح ","Carousel","الرّخيس يكلّف الغالي! احسب بنفسك شحال راك تخسر صح على المدى الطويل.","Slide 1: استثمر بذكاء في سيارتك: حاسبة التوفير الخفية!
Slide 2: التكلفة الأولية: قطعة أصلية (مثال: 15,000 دج) مقابل قطعة مقلدة (مثال: 8,000 دج). في الأول تبان المقلدة هي الرابحة...
Slide 3: التكلفة الحقيقية على 3 سنوات: الأصلية (15,000 دج). المقلدة (8,000 + 3x إصلاحات 5,000 + عطل كبير 20,000 = 43,000 دج)! الفرق واضح.
Slide 4: عملاؤنا يقولون: 'من لي ركبت الأصلي من عند Wayso، نسيت الطريق تاع الميكانيكي. صح غالي في الأول بصح تهنيت.' - محمد، الجزائر العاصمة.
Slide 5: مستعد تحسب شحال تقدر توفر؟ تواصل معنا اليوم و خلي خبرائنا يعطوك التكلفة الحقيقية لراحة بالك.","ماعندكش وقت تضيعو ولا دراهم تكسرهم؟ اكتشف كيف توفر بذكاء! 

 الشراء الذكي ماشي هو لي يخير السعر الأرخص، هو لي يشوف على المدى البعيد.
في هذا الكاروسال، راح نديرو عملية حسابية بسيطة توريلك شحال راك تقدر توفر كي تختار الأصلي من الأول.
الأرقام ما تكذبش! 

 شوف كيفاش تزيد في عمر سيارتك و توفر على جيبك. مرر الصفحات! 

 #حاسبة_التوفير #استثمار_ذكي #Wayso #قطع_غيار_أصلية #الجودة_تربح #اقتصاد #الجزائر","Slide 1: العنوان على خلفية تشبه الآلة الحاسبة أو ورقة حسابات. تصميم نظيف ومهني.
Slide 2: رسم بياني شريطي (Bar chart) بسيط جداً يقارن بين السعرين، مع إبراز سعر القطعة المقلدة باللون الأخضر لجعلها تبدو مغرية في البداية.
Slide 3: نفس الرسم البياني، لكن الآن أشرطة جديدة تظهر بجانب الأشرطة الأولى لتوضح التكلفة الإجمالية. شريط القطعة المقلدة يكون طويلاً جداً وباللون الأحمر.
Slide 4: استخدام قالب شهادة عميل احترافي. صورة العميل (صورة ستوك أو رمزية)، اسمه، والشهادة داخل علامتي اقتباس. تصميم يوحي بالثقة.
Slide 5: أيقونة هاتف أو رسالة كبيرة في الوسط. دعوة للعمل واضحة مع أرقام الاتصال أو رابط الموقع.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","P10-WA","[P10-WA] Image - الدراهم لي تحطهم اليوم في سيارتك، هي راحة البال لي","Image","الدراهم لي تحطهم اليوم في سيارتك، هي راحة البال لي تشريها لغدوة.","القرار الذكي اليوم، هو أمان وتوفير لسنوات.
استثمر في الأصلي. استثمر في مستقبلك.","الدراهم لي تصرفهم اليوم على الأصلي، توفرهم أضعاف المرات غدوة! 

 ما تشوفش لشراء قطعة غيار أصلية على أنها مجرد مصاريف، شوفلها على أنها أفضل استثمار تقدر ديرو في سيارتك و في سلامتك.
كل دينار تصرفو اليوم على الجودة، راح يرجعلك راحة بال و توفير في المستقبل. 

 استثمر في سيارتك، استثمر في مستقبلك. زر موقعنا الآن. 

 #استثمار_المستقبل #القرار_الذكي #Wayso #الجودة_أولا #التوفير_الحقيقي #سيارات_الجزائر","صورة رمزية قوية: يد تضع قطعة نقدية في حصالة على شكل سيارة. الإضاءة مركزة على هذه الحركة. الخلفية بسيطة وغير مشتتة. الرسالة هي أن شراء قطعة أصلية هو ادخار واستثمار وليس مجرد إنفاق. النص يكون مدمجاً بشكل أنيق في التصميم.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
