Project Name,Opportunity ID,Opportunity Name,Creative Format,Hooks,scripts,Ad Copy,Technical Directions,Opportunity Owner,Pipeline,Contact Id
"Wayso Project","V01-WA","[V01-WA] Video - -","Video","-","تحليل السوق، بناء الاستراتيجية، وهندسة رحلة العميل","-","-","Abdellah Chaaban","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","V02-WA","[V02-WA] Video - راك تخدم باطل؟ أرباحك وسمعة متجرك يذوبوا كل يوم...","Video","راك تخدم باطل؟ أرباحك وسمعة متجرك يذوبوا كل يوم... والسبب ماشي في شركة التوصيل!","راك تحس روحك تخدم وتعاود بصح الأرباح مكاش؟
المرتجعات راهي تاكل في راس مالك... والسمعة تاع متجرك كل يوم في هبوط.
الغلطة ماشي في شركة التوصيل لي راك تخدم معاها.
المشكل الحقيقي هو غياب نظام متابعة احترافي وذكي.
نظام يفهم السوق الجزائري... ويحل المشاكل قبل ما تصرى.
تخيل لوكان جات عندك منظومة تتابع كل طلبية خطوة بخطوة... تتأكد من صحة المعلومات... تتواصل مع الزبون في الوقت المناسب... وتضمنلك بلي موظف التوصيل يوصل للعنوان الصحيح من أول مرة.
هذا ماشي حلم. هذا هو نظام Alloui.
معانا، راح تتنفس وترتاح من صداع المرتجعات.
أرباحك تزيد، والسيولة المالية تاعك تتحسن.
والأهم، تولي عندك راحة البال والوقت باش تركز على الصح: تكبر تجارتك.
هذا هو الفرق بين متجر يعاني... ومتجر ينجح ويتوسع.","خسارة الأرباح والسمعة بسبب المرتجعات؟ الحل ماشي في تغيير شركة التوصيل!

كل يوم تعاني من نفس المشكل: طلبيات ترجع، زبائن غاضبين، وسمعة متجرك تتآكل. تظن أن المشكل في شركة التوصيل، لكن الحقيقة أعمق من ذلك.

المشكل الحقيقي هو غياب نظام متابعة ذكي واستباقي يحل المشاكل قبل وقوعها. نظام يضمنلك راحة البال ويخليك تركز على نمو تجارتك الحقيقي.

مع Alloui، ودّع فوضى التوصيل واستقبل عصر الأرباح والفعالية.

اكتشف كيف يضمنلك نظام ألوي راحة البال، ويزيد أرباحك، ويخليك تركز على نمو تجارتك! زور موقعنا الآن!

#Alloui #توصيل_الجزائر #تجارة_الكترونية #حلول_لوجستية #الجزائر #ecommerce_dz","[Hybrid: وجه إعلامي + موشن جرافيكس]
المشهد 1: (وجه إعلامي - بن صايبي) يبدأ الفيديو بلقطة مقربة (Close-up) على الوجه الإعلامي. نظرة مباشرة للكاميرا، نبرة صوت هادئة لكن قوية توحي بالخبرة والتفهم لمعاناة صاحب المتجر.
المشهد 2: (موشن جرافيكس) عند ذكر 'المرتجعات' و'السمعة'، تظهر أيقونات نقود تتلاشى ونجوم تقييم تنطفئ. شاشة هاتف تظهر تعليقات سلبية.
المشهد 3: (وجه إعلامي) يعود للكاميرا بنبرة حاسمة عند قوله 'الغلطة ماشي في شركة التوصيل'.
المشهد 4: (موشن جرافيكس) تظهر كلمة 'نظام متابعة احترافي' تتوسط الشاشة، ومنها تتفرع أيقونات (تصحيح عنوان، تأكيد آلي، تتبع مباشر). الرسوم تكون نظيفة وواضحة بألوان البراند.
المشهد 5: (لقطات B-Roll سينمائية) لقطات سريعة تظهر الفوضى: أوراق مبعثرة، هاتف يرن باستمرار، صاحب متجر يمسك رأسه. ثم تنتقل بسلاسة إلى لقطات الهدوء: صاحب متجر يراقب لوحة تحكم (Dashboard) على حاسوبه بابتسامة، إشعارات توصيل ناجحة على الهاتف.
المشهد 6: (وجه إعلامي) لقطة متوسطة (Medium Shot)، نبرة صوت واثقة ومحفزة. يختم الفيديو بنظرة مباشرة وابتسامة ثقة.","Islem Ben","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","C03-WA","[C03-WA] Carousel - 5 غلطات في متابعة الطلبيات راهم يرجعولك السلعة ويس","Carousel","5 غلطات في متابعة الطلبيات راهم يرجعولك السلعة ويسرقولك الأرباح!","Slide 1: 5 غلطات في متابعة الطلبيات راهم يرجعولك السلعة ويسرقولك الأرباح! (عنوان جذاب مع أيقونة خطأ كبيرة)
Slide 2: الغلطة 1: الاعتماد على الذاكرة والورقة والستيلو.
تأثيرها: نسيان معلومات مهمة، أخطاء في العناوين، وضياع للوقت لا يمكن تعويضه. النتيجة؟ إرهاق ذهني وتأخير في التوصيل.
Slide 3: الغلطة 2: عدم التواصل مع الزبون بعد تأكيد الطلبية.
تأثيرها: الزبون يفقد الحماس أو يغير رأيه. رسالة تأكيد بسيطة أو مكالمة قصيرة تزيد من نسبة نجاح التوصيل بـ 30%.
Slide 4: الغلطة 3: إهمال مرحلة ما قبل إرسال الشحنة (Pre-shipping).
تأثيرها: إرسال طلبيات بعناوين ناقصة أو أرقام هواتف خاطئة هو السبب الأول للمرتجعات. التأكد من المعلومات يوفر عليك المال والجهد.
Slide 5: الغلطة 4: التعامل مع شركة التوصيل كـ 'ناقل' فقط وليس 'شريك'.
تأثيرها: عندما لا يكون هناك تنسيق وتعاون، تضيع المسؤولية بينك وبينهم. الشريك الحقيقي يحل معك المشاكل، لا يكتفي بالتبليغ عنها.
Slide 6: الغلطة 5: عدم تحليل بيانات المرتجعات.
تأثيرها: إذا لم تعرف سبب رجوع طلبياتك (عنوان خاطئ، زبون لا يرد...)، ستبقى ترتكب نفس الأخطاء وتخسر نفس الأموال كل مرة.","هل ترتكب هذه الأخطاء القاتلة في متجرك؟

متابعة الطلبات ليست مجرد عملية إدارية، بل هي فن وعلم. خطأ بسيط يمكن أن يكلفك خسارة زبون وتآكل سمعتك.

في هذا الكاروسال، كشفنا عن 5 أخطاء شائعة يقع فيها معظم أصحاب المتاجر الإلكترونية في الجزائر، والتي تسبب لهم خسائر مالية وإرهاق ذهني يمنعهم من التركيز على النمو.

اكتشفها الآن وتجنبها لزيادة أرباحك وراحة بالك.

تجنب هاد الأخطاء واخدم بذكاء. حمل الدليل المجاني نتاعنا لتعرف المزيد!

#أخطاء_التجارة_الإلكترونية #متابعة_الطلبات #زيادة_الأرباح #AllouiTips #تجارة_الجزائر #ecom_dz","تصميم نظيف واحترافي باستخدام ألوان البراند. كل سلايد يحتوي على أيقونة بسيطة تمثل الخطأ (مثال: أيقونة دماغ متعب، أيقونة هاتف مغلق، أيقونة علامة استفهام). استخدام خط واضح وسهل القراءة. السلايد الأخير يمكن أن يحتوي على CTA بصري بارز.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","P04-WA","[P04-WA] Image - الفرق بين متجر ناجح ومتجر فاشل؟ ماشي المنتج... هو ","Image","الفرق بين متجر ناجح ومتجر فاشل؟ ماشي المنتج... هو نظام المتابعة!","الفرق بين متجر ينمو كل يوم ومتجر يكافح للبقاء؟
السر ليس دائماً في المنتج أو التسويق...
السر في المحرك الخفي: نظام المتابعة.","السر الذي لا يخبرك به أحد عن التجارة الإلكترونية الناجحة.

قد يكون لديك أفضل منتج وأقوى حملة تسويقية، لكن إذا كان نظام متابعة طلباتك فوضوياً، فأنت تبني نجاحك على أساس هش.

غياب نظام متابعة احترافي هو أصل كل مشاكلك اللوجيستية: من المرتجعات إلى شكاوى العملاء.

حان الوقت لبناء أساس متين لنجاحك.

تعلم كيف تبني نظام متابعة قوي لمتجرك! اكتشف حلول Alloui الآن.

#نظام_متابعة #نجاح_التجارة #اسرار_التجارة #لوجستيك #Alloui #dzbusiness","تصميم بصري قوي يعتمد على الطباعة (Typography). الجملة الرئيسية 'السر في نظام المتابعة' تكون بخط كبير وبارز. يمكن استخدام خلفية مجردة تمثل الفوضى مقابل النظام (خطوط متشابكة مقابل خطوط مستقيمة ومنظمة). استخدام ألوان البراند.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","V05-WA","[V05-WA] Video - تحسب كي الزبون يأكد الطلبية صايي؟ 3 غلطات بسيطة تخ","Video","تحسب كي الزبون يأكد الطلبية صايي؟ 3 غلطات بسيطة تخلي سلعتك ترجع وتخنقلك دراهمك.","راك فرحان بالطلبية الجديدة لي دخلت...
بصح حذار! 3 أخطاء قاتلة ممكن ديرها بعد التأكيد، ترفعلك نسبة المرتجعات للسما.
الخطأ الأول: التأخر في الإرسال.
كل ساعة تأخير هي فرصة للزبون باش يبرد، يغير رأيه، أو يشري من عند منافس آخر.
الخطأ الثاني: غياب التواصل الاستباقي.
متستناش الزبون هو لي يسقسيك وين راهي الطلبية. رسالة بسيطة 'طلبيتك في الطريق' تبني الثقة وتمنع الإلغاء.
الخطأ الثالث: معلومات شحن غير دقيقة.
عنوان ناقص ولا رقم غالط، معناه الشحنة راح تحوس وترجعلك. وهادي ماشي غير خسارة دراهم، هادي خسارة سمعة وثقة.
هاد الأخطاء تخنقلك السيولة المالية... وتخلي الزبائن يفقدوا الثقة فيك.
الحل؟ نظام يخليك تتفادى هاد المشاكل قبل ما تصرى.","3 أخطاء قاتلة بعد تأكيد الطلب ترفع المرتجعات وتخنق السيولة!

لحظة تأكيد الطلب ليست النهاية، بل هي البداية لأهم مرحلة: مرحلة التوصيل. أي خطأ في هذه المرحلة يمكن أن يحول ربحاً محققاً إلى خسارة فادحة.

شاهد الفيديو واكتشف 3 أخطاء شائعة ترفع نسبة المرتجعات، تخنق سيولتك المالية، وتدمر سمعة متجرك ببطء.

معرفة الخطأ هي أول خطوة لتصحيحه.

اكتشف كيفاش تتفادى هاد الأخطاء وتبني علاقة ثقة مع زباينك. زور موقع Alloui لتعلم المزيد!

#مرتجعات #سيولة_مالية #تجارة_الكترونية_الجزائر #Alloui #نصائح_تجارة #dzpower","[Motion Graphics]
يبدأ الفيديو بأيقونة 'طلبية جديدة' مع صوت إشعار. ثم تظهر 3 أيقونات أخطاء (X) كبيرة باللون الأحمر.
عند شرح كل خطأ، يتم تمثيله برسوم متحركة: (1) ساعة رملية تفرغ بسرعة، (2) فقاعات محادثة فارغة بين المتجر والزبون، (3) خريطة عليها علامة استفهام كبيرة.
عند ذكر 'خنق السيولة'، تظهر أيقونة كيس نقود يتم عصره. وعند ذكر 'السمعة'، تظهر نجوم تقييم تتساقط.
النهاية تظهر أيقونة درع حماية مع شعار Alloui، للدلالة على الحل.
الوتيرة سريعة والموسيقى حماسية مع تأثيرات صوتية لكل حركة.","Ahmed Benkali","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","C06-WA","[C06-WA] Carousel - متجرك يكبر بصح أرباحك ثابتة؟ 4 علامات تقولك بلي ال","Carousel","متجرك يكبر بصح أرباحك ثابتة؟ 4 علامات تقولك بلي اللوجيستيك تاعك راهو حابسك!","Slide 1: متجرك يكبر بصح أرباحك ثابتة؟ 4 علامات تقولك بلي اللوجيستيك تاعك راهو حابسك! (صورة صاحب متجر يفكر بقلق أمام حاسوبه)
Slide 2: العلامة 1: تقضي وقتاً في حل مشاكل التوصيل أكثر من وقتك في التسويق.
إذا كان يومك يضيع بين مكالمات الزبائن وشركات التوصيل، فأنت لا تدير تجارتك، بل تدير أزمات.
Slide 3: العلامة 2: ترفض عروضاً أو تتجنب التخفيضات خوفاً من زيادة الطلبات.
هذا هو 'الخوف من التوسع'. عندما يصبح النمو مصدر قلق وليس فرحة، فالمشكل في نظامك اللوجيستي الذي لا يستطيع المواكبة.
Slide 4: العلامة 3: نسبة المرتجعات تزيد كلما زادت المبيعات.
هذا دليل قاطع على أن نظامك اليدوي لم يعد فعالاً. كل طلبية جديدة تزيد من احتمال الخطأ والخسارة.
Slide 5: العلامة 4: تشعر بإرهاق ذهني دائم يمنعك من اتخاذ قرارات استراتيجية.
الفوضى اللوجيستية تستهلك طاقتك الذهنية. وهذا يمنعك من التفكير في تطوير منتجات جديدة أو استكشاف أسواق جديدة.","هل نظامك اللوجيستي الحالي هو عدو نموّك الخفي؟

أحياناً، أكبر عائق أمام نمو متجرك ليس المنافسة أو السوق، بل هو النظام الداخلي الذي تستخدمه. عندما يصبح اللوجيستيك مصدراً للإرهاق الذهني بدلاً من كونه أداة للنجاح، فقد حان وقت التغيير.

مرر عبر هذا الكاروسال التشخيصي واكتشف إذا كانت هذه العلامات تنطبق عليك. الإجابة قد تصدمك!

حلل وضعك الحالي واكتشف مكامن الخلل. اضغط هنا لتقييم مجاني وسريع لوضعك اللوجيستي!

#نمو_المتاجر #ارهاق_ذهني #لوجستيك_الجزائر #مشاكل_التوصيل #Alloui #dzcommerce","تصميم يركز على الأسئلة التشخيصية. كل سلايد يبدأ بسؤال أو علامة واضحة. استخدام أيقونات ورسوم بيانية بسيطة (مثال: رسم بياني للمبيعات تصعد والأرباح ثابتة). الحفاظ على هوية بصرية متناسقة مع باقي المحتوى.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","P07-WA","[P07-WA] Image - الإرهاق الذهني يقتل الإبداع. حرر عقلك من فوضى التو","Image","الإرهاق الذهني يقتل الإبداع. حرر عقلك من فوضى التوصيل وركز على تطوير تجارتك!","الإرهاق الذهني بسبب فوضى التوصيل هو العدو الأول لنمو مشروعك.
حرر عقلك... ركز على الأهم.","لا تدع فوضى التوصيل تسرق منك طاقة الإبداع!

الإرهاق الذهني هو ضريبة غير مرئية تدفعها كل يوم بسبب المشاكل اللوجيستية. هذه الطاقة التي تضيع في حل المشاكل، كان من الممكن استثمارها في التسويق، تطوير المنتجات، والتفكير في مستقبل مشروعك.

الخوف من التوسع يبدأ من هنا. عندما تشعر أنك لا تستطيع السيطرة على الوضع الحالي، كيف ستفكر في النمو؟

حان الوقت لاستعادة تركيزك.

أعد تركيزك على الأهم. دع Alloui يهتم بالباقي. اعرف المزيد عن خدماتنا!

#تركيز #راحة_البال #ادارة_الوقت #نمو_المشاريع #Alloui #ecom_dz_tips","تصميم بسيط ومؤثر. صورة عالية الجودة لرأس شخص تخرج منه أسلاك متشابكة (ترمز للفوضى) تتحول إلى خطوط مستقيمة ومنظمة (ترمز للوضوح). النص يكون مكتوباً بطريقة واضحة ومباشرة. التركيز على الشعور بالراحة والوضوح الذهني.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","V08-WA","[V08-WA] Video - المرتجعات راهي تاكل في أرباحك؟ طبق هاد الـ 5 تقنيا","Video","المرتجعات راهي تاكل في أرباحك؟ طبق هاد الـ 5 تقنيات وشوف نسبة الروتور تنقص بـ 20% في أقل من شهر!","(صوت شخص يتحدث بحماس وثقة، بأسلوب قصصي)
السلام عليكم، اليوم راح نبارطاجي معاكم 5 تقنيات جربتها شخصياً ونقصتلي الروتور تقريبا بـ 20% في أقل من شهر.
أولاً: مكالمة التأكيد الذهبية. ماشي غير 'الو ألو'، لازم تتأكد من العنوان بوضوح وتعاود معاه التوقيت لي يساعدو.
ثانياً: رسالة 'قيد التوصيل'. قبل ما تخرج السلعة، ابعثله ميساج قولو 'طلبيتك خرجت مع موظف التوصيل'. هادي تزيد من التزامه.
ثالثاً: تغليف احترافي. كي يشوف الزبون تغليف شباب ونقي، يحس بقيمة المنتج ويزيد تقديره لخدمتك.
رابعاً: سرعة الشحن. كل ما وصلت السلعة بكري، كل ما كان الزبون فرحان وقل احتمال يغير رأيه.
خامساً والأهم: الشريك اللوجيستي المناسب. لازم تخدم مع شركة تفهم السوق، وتتعامل مع زبائنك باحترافية.
طبقوا هاد النصائح، وتفكروني.","أنقص نسبة المرتجعات بـ 20% في أقل من 30 يوم!

المرتجعات ليست قدراً محتوماً! هي نتيجة لممارسات يمكن تحسينها.

في هذا الفيديو، نشاركك 5 تقنيات عملية ومجربة لتقليل نسبة المرتجعات بشكل ملحوظ وحماية سمعة متجرك.

هذه ليست مجرد نظريات، بل خطوات عملية يمكنك تطبيقها ابتداءً من اليوم. شاهد الفيديو وابدأ في استعادة أرباحك.

ابدأ في تقليل المرتجعات الآن! اتصل بنا في Alloui للحصول على استشارة مجانية وخطة عمل مخصصة لمتجرك!

#تقليل_المرتجعات #نصائح_ecom #زيادة_المبيعات #تجارة_الكترونية #Alloui #dz","[UGC - Storytelling Style]
الفيديو مصور بكاميرا هاتف عالية الجودة، بأسلوب تلقائي وغير رسمي (مثل فيديوهات تيك توك أو ريلز). المتحدث (أحمد أو إسلام) يتكلم مباشرة إلى الكاميرا بحماس وصدق، كأنه يشارك سراً مع أصدقائه. يمكن استخدام نصوص تظهر على الشاشة لتلخيص كل نقطة. الإضاءة طبيعية والمكان يمكن أن يكون مكتباً أو مساحة عمل بسيطة. الهدف هو المصداقية والأصالة.","Ahmed Benkali","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","C09-WA","[C09-WA] Carousel - المرتجعات ماشي غير دراهم ضايعة... راهي تسمم سمعة م","Carousel","المرتجعات ماشي غير دراهم ضايعة... راهي تسمم سمعة متجرك ببطء!","Slide 1: المرتجعات ماشي غير دراهم ضايعة... راهي تسمم سمعة متجرك ببطء! (صورة سهم أحمر يتجه للأسفل على رسم بياني للسمعة)
Slide 2: القصة تبدأ بطلبية واحدة راجعة.
السبب: عنوان خاطئ. الخسارة المباشرة: تكلفة التوصيل ذهاباً وإياباً.
Slide 3: لكن التأثير أعمق. الزبون الذي لم تصله طلبيته، يشعر بالإهمال. أول شيء يفعله؟ يترك تقييماً سلبياً أو يخبر أصدقاءه عن تجربته السيئة.
Slide 4: هذا التقييم السلبي يراه 10 عملاء محتملين آخرين. يترددون في الشراء منك. الآن الخسارة لم تعد تكلفة توصيل، بل خسارة 10 مبيعات مستقبلية.
Slide 5: مع تكرار المشكل، تتشكل صورة سلبية عن متجرك في السوق: 'هذوك ماهمش سيريوز'، 'التوصيل عندهم كارثة'. كسر هذه السمعة أصعب بكثير من بنائها.
Slide 6: الخلاصة: كل طلبية راجعة هي طوبة تسقط من جدار ثقة العملاء فيك. حماية سمعتك تبدأ من ضمان توصيل ناجح لكل طلبية.","الأثر الخفي للمرتجعات الذي يدمر تجارتك.

الكثير من أصحاب المتاجر يحسبون خسارة المرتجعات بتكلفة التوصيل فقط. لكن هذه هي قمة جبل الجليد.

الخسارة الحقيقية تكمن في تآكل السمعة، كسر ثقة العملاء، وضياع المبيعات المستقبلية. إنها خسارة صامتة لكنها الأكثر فتكاً بنجاحك على المدى الطويل.

اكتشف في هذا الكاروسال كيف تؤثر طلبية واحدة راجعة على مستقبل متجرك بالكامل.

احمي سمعة متجرك وابني ثقة زباينك. اضغط للتعرف على حلول Alloui الاستباقية!

#سمعة_المتجر #ثقة_العملاء #خسائر_المرتجعات #قصص_تجارة #Alloui #algeria","تصميم قصصي. كل سلايد هو فصل من القصة. استخدام أسلوب 'السبب والنتيجة' (Cause & Effect) بصرياً. يمكن استخدام أيقونات لتمثيل (طلبية، تقييم سلبي، عملاء محتملين، جدار ثقة). الألوان تبدأ عادية ثم تميل إلى ألوان داكنة أكثر لتعكس التأثير السلبي.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","P10-WA","[P10-WA] Image - الزبون كي يثق فيك، مستحيل يرجعلك السلعة! كيفاش تبن","Image","الزبون كي يثق فيك، مستحيل يرجعلك السلعة! كيفاش تبني هاد الثقة؟","الثقة هي أقوى سلاح ضد المرتجعات.
عندما يثق العميل فيك، يصبر على التأخير، ويتعاون مع موظف التوصيل.
ابنِ الثقة أولاً... تنجح تجارتك دائماً.","السلاح السري لتقليل المرتجعات إلى الصفر.

لماذا بعض المتاجر لديها نسبة مرتجعات منخفضة جداً؟ ليس لأنهم لا يخطئون، بل لأنهم بنوا علاقة ثقة قوية مع عملائهم.

الثقة تجعل العميل أكثر تفهماً وصبراً. بناء هذه الثقة يبدأ من أول تواصل ويستمر حتى بعد استلام الطلبية.

الشفافية، التواصل المستمر، والاحترافية هي مفاتيح بناء هذه الثقة.

تعلم كيف تبني الثقة وتقنيات تقليل المرتجعات. زور مدونتنا للمزيد من النصائح!

#بناء_الثقة #ولاء_العملاء #خدمة_العملاء #نصائح_Alloui #ecommerce_dz","تصميم يركز على مفهوم الثقة. يمكن استخدام صورة مصافحة يدين قوية أو أيقونة درع مع قلب في المنتصف. النص يكون بخط أنيق وواضح. الألوان توحي بالثقة والاحترافية (الأزرق، الرمادي).","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
