Project Name,Opportunity ID,Opportunity Name,Creative Format,Hooks,scripts,Ad Copy,Technical Directions,Opportunity Owner,Pipeline,Contact Id
"Wayso Project","V01-WA","[V01-WA] Video - -","Video","-","تحليل السوق، بناء الاستراتيجية، وهندسة رحلة العميل.","-","-","Abdellah Chaaban","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","V02-WA","[V02-WA] Video - عندك دراهم... بصح ما تقدرش تشري بيهم في الأنترنات؟","Video","عندك دراهم... بصح ما تقدرش تشري بيهم في الأنترنات؟ هذي هي الحقرة تاع الصح.","شحال من مرة شفت رحلة عجبتك... بصح حبست؟
ماشي لخاطر ما عندكش دراهم... لخاطر ما عندكش البطاقة اللي لازم باش تخلص بيها.
تحس روحك مقصي، خارج اللعبة... وكأنو العالم الرقمي هذا ماشي ليك.
تزيد عليها الخوف من المواقع اللي ماشي موثوقة... والقلق من السرقة.
والتعب تاع التخطيط... تفتح 10 مواقع باش تلقى طيارة، و 10 واحدوخرين على جال لوتال، و تزيد تحوس على طوموبيل.
هذا التعب كمل.
هذا الخوف انتهى.
وهذا الإحساس بالإقصاء... راح يتبدل للتمكين.
هذا هو Bookingo.com.
المنصة الجزائرية اللي تفهمك وتفهم احتياجاتك.
جمعنالك كلش في بلاصة وحدة: طيران، فنادق، وحتى كراء السيارات.
والأهم... الدفع ولا ساهل وآمن.
عندك بطاقة الذهبية؟ تقدر تخلص بيها بكل ثقة في نظام محمي 100%.
ما عندكش ثقة كامل؟ معليش. احجز اليوم... وخلص كي توصل لوجهتك.
بوكينڨو ماشي مجرد موقع حجوزات.
هو الحل ديالك باش تسافر براحة البال.
هو الثقة اللي كانت ناقصاتك.
هو الأداة اللي ترجعلك التحكم في رحلاتك.
بوكينڨو. رحلتك في بلاصة وحدة، والدفع باللي عندك.","كرهت تحس روحك خارج اللعبة كي تجي تخلص في الأنترنات؟ 😡 

 ماشي نورمال في 2023 مازال تحس روحك مقصي لخاطر ما عندكش بطاقة فيزا. وماشي نورمال التعب والقلق اللي يصاحب كل تخطيط لرحلة.

لهذا السبب، جبنالك الحل النهائي: Bookingo.com! 🇩🇿
✅ كلش في بلاصة وحدة: طيران، فنادق، كراء سيارات.
✅ الدفع باللي عندك: بالبطاقة الذهبية بكل أمان، أو خلص كي تلحق!

رحلتك تبدأ بالثقة والراحة، ماشي بالقلق. 

 ما تزيدش تخمم. احجز رحلتك بلا قلق! ادخل لـ Bookingo دوكا وشوف كيفاش السفر ولا ساهل والدفع باللي عندك. 

 #Bookingo #SafarDZ #Algeria #TravelAlgeria #السفر_في_الجزائر #بطاقة_الذهبية #سياحة_جزائرية #DZ","المشهد 1 (الألم): لقطات سريعة ومظلمة لشخص محبط أمام شاشة لابتوب، نوافذ متصفح كثيرة مفتوحة. موسيقى متوترة. التركيز على تعابير الإحباط.
المشهد 2 (الحل): انتقال سلس ومشرق. يظهر لوغو Bookingo.com بوضوح. تتغير الموسيقى إلى نغمة ملهمة وإيجابية.
المشهد 3 (الشمولية): لقطات Motion Graphics تعرض أيقونات (طائرة، فندق، سيارة) تتجمع تحت شعار Bookingo.
المشهد 4 (الثقة): لقطات مقربة وواضحة لعملية الدفع السلسة باستخدام البطاقة الذهبية داخل التطبيق (محاكاة)، ثم لقطة لشخص يسلم المال عند الاستلام في فندق بابتسامة.
المشهد 5 (التمكين): لقطات سينمائية لعائلات وشباب جزائريين يستمتعون برحلاتهم في أماكن مختلفة (شاطئ، صحراء، مدينة). لقطات بطيئة تظهر السعادة والراحة.
نبرة الصوت: تبدأ بنبرة متعاطفة وحزينة لوصف المشكلة، ثم تصبح قوية وواثقة عند تقديم الحل، وتنتهي بنبرة ممكّنة وملهمة.","Islem Ben","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","C03-WA","[C03-WA] Carousel - الخوف من الدفع في الأنترنات... كمل معاه بوكينڨو.","Carousel","الخوف من الدفع في الأنترنات... كمل معاه بوكينڨو.","Slide 1: بوكينڨو: حلك الشامل للسفر في الجزائر!
Slide 2: ألم الدفع الإلكتروني؟ انتهى. مع بوكينڨو، عندك حلول الدفع اللي تفهمك وتآمن بيها: البطاقة الذهبية والدفع عند الاستلام.
Slide 3: رحلتك كاملة في بلاصة وحدة: احجز طيارتك، خير لوتال اللي يعجبك، واكري طوموبيل تستناك... كلش في تطبيق واحد.
Slide 4: ثقة مطلقة وأمان 100%: نستخدم أقوى بروتوكولات الحماية باش نضمنوا حماية دراهمك ومعلوماتك الشخصية.
Slide 5: ابدأ رحلتك اليوم! زوروا موقعنا Bookingo.com اللي في البايو واكتشف الراحة الحقيقية في السفر.","كل ما تحتاجه لرحلتك... في 5 خطوات بسيطة! ✈️🏨🚗 

 علاش تعب روحك في التخطيط والخوف من الدفع؟ مع Bookingo، ريحنا بالك من كلش!

في هذا الكاروسال، نلخص لك كيفاش بوكينڨو يحل لك أكبر مشكلتين في السفر:
1️⃣ مشكلة الثقة في الدفع.
2️⃣ مشكلة التشتت في التخطيط.

اسحب لليمين واكتشف كيفاش رحلتك الجاية راح تكون الأسهل والأكثر أمانًا. 

 اكتشف الأمان والراحة. اضغط على الرابط في البايو للمزيد من التفاصيل! 

 #BookingoDZ #حلول_السفر #جزائري #MadeInAlgeria #الراحة #الأمان #سياحة","Slide 1: خلفية جذابة لوجهة سياحية جزائرية مع لوغو Bookingo وعنوان واضح.
Slide 2: تصميم مقسوم لنصفين، نصف يظهر أيقونة بطاقة الذهبية والنصف الآخر أيقونة 'الدفع عند الاستلام' مع نص واضح ومختصر.
Slide 3: استخدام أيقونات بسيطة واحترافية (طائرة، فندق، مفتاح سيارة) مع شرح بسيط تحت كل أيقونة.
Slide 4: استخدام أيقونة درع أو قفل كبير في الخلفية مع نص يبرز كلمات 'الأمان' و'الحماية'.
Slide 5: صورة لشخص سعيد يحمل هاتفه وعليه واجهة تطبيق Bookingo، مع دعوة للعمل واضحة وسهم يشير إلى الرابط في البايو.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","P04-WA","[P04-WA] Image - الدفع مكانش مشكل. رحلتك هي الصح.","Image","الدفع مكانش مشكل. رحلتك هي الصح.","بوكينڨو.
رحلتك في بلاصة وحدة، والدفع باللي عندك.","هذا هو شعارنا، وهذا هو وعدنا ليك. 🤝 

 نؤمن بأن مشكلة الدفع ما لازمش تكون حاجز بينك وبين اكتشاف العالم. مهمتنا هي نرجعولك السفر تجربة ممتعة من البداية للنهاية.

كل طاقتنا مركزة على شيئين: راحتك، وأمانك. 

 شاهد الفيديو الشامل (V1) في حسابنا وافهم كيفاش حولنا هذا الوعد إلى حقيقة. 

 #Bookingo #وعد_بوكينڨو #الثقة #الراحة #سفر_آمن #جزائر","صورة عالية الجودة لمسافر ينظر إلى منظر طبيعي خلاب بثقة وراحة. النص (شعار USP) مكتوب بخط عريض وأنيق فوق الصورة. لوغو Bookingo في زاوية بشكل واضح وغير مزعج. الألوان دافئة وتوحي بالثقة والراحة.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","V05-WA","[V05-WA] Video - الخوف من السرقة في الأنترنات... ماشي لازم يمنعك من","Video","الخوف من السرقة في الأنترنات... ماشي لازم يمنعك من السفر!","تحلم بالرحلة... بصح كي تلحق لمرحلة الدفع، تحبس.
تخاف يدولك دراهمك... ولا معلوماتك الشخصية تتسرق.
هذا الخوف طبيعي... بصح ماشي لازم يكمل.
مع بوكينڨو، الأمان ماشي كلمة برك.
كي تخلص بالبطاقة الذهبية، معلوماتك تكون مشفرة ومحمية بأحدث التقنيات.
وإذا مازلت خايف، عندنا الحل اللي يريحك 100%.
احجز رحلتك أونلاين... وخلص كاش كي توصل لوجهتك.
هكذا، ما تخاطر بوالو.
الأمان ديالك هو أولويتنا.","شحال من مرة بغيت تسافر بصح حبسك الخوف من الدفع في الأنترنات؟ 😟 

 الخوف من الاحتيال قلق حقيقي، وحنا نتفهموه مليح. على هذيك، في Bookingo بنينا نظام يضمنلك الأمان المطلق.

🔒 الدفع بالبطاقة الذهبية عبر بوابة مؤمنة ومشفرة.
🤝 أو، احجز الآن وخلص كي توصل... الثقة الكاملة بيناتنا!

ما تخليش الخوف يسرقلك متعة السفر. 

 أمانك هو أولويتنا! اكتشف خيارات الدفع اللي تريحك مع بوكينڨو. حمل التطبيق الآن! 

 #الأمان_أولا #بوكينڨو_آمن #الدفع_الآمن #لا_للخوف #سافر_بأمان #الجزائر","فيديو Motion Graphics سريع وديناميكي.
المشهد 1: أيقونة 'بطاقة بنكية' تتحول إلى أيقونة 'جمجمة' أو 'قناع لص' للتعبير عن الخوف.
المشهد 2: يظهر درع كبير عليه لوغو Bookingo، يصد 'الجمجمة' ويحطمها.
المشهد 3: تظهر أيقونة بطاقة الذهبية وأيقونة الدفع عند الاستلام بوضوح مع علامات صح (✓) بجانبهما.
المشهد 4: رسوم متحركة بسيطة لشخص يحجز عبر الهاتف ثم يدفع بثقة.
الموسيقى: تبدأ متوترة ثم تتحول إلى إيقاع إيجابي ومطمئن. نبرة الصوت: هادئة، واثقة، ومطمئنة جداً.","Ahmed Benkali","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","C06-WA","[C06-WA] Carousel - مازالك مقلق من الدفع؟ شوف شحال ساهل ومضمون مع بوكي","Carousel","مازالك مقلق من الدفع؟ شوف شحال ساهل ومضمون مع بوكينڨو!","Slide 1: كيفاش تخلص وأنت مرتاح البال مع بوكينڨو؟
Slide 2: الحل رقم 1: الدفع عند الاستلام.
احجز طيارتك، لوتال، أو سيارتك من الموقع... وادفع المبلغ مباشرة عند وصولك. 0% مخاطرة، 100% راحة بال.
Slide 3: الحل رقم 2: بطاقتك الذهبية.
استعمل بطاقتك الذهبية بكل أمان عبر بوابتنا المحمية. معلوماتك مشفرة ولا يتم تخزينها. ساهلة، سريعة، وموثوقة.
Slide 4: اختر اللي يريحك. احجز بثقة.
مع Bookingo، أنت اللي تقرر طريقة الدفع. المهم راحتك. زوروا موقعنا!","بالذهبية ولا كاش... المهم راحتك! ✅ 

 ماكاش أعذار بعد اليوم! في Bookingo، سهلناهالك للآخر.

سواء كنت تفضل تدفع ببطاقتك الذهبية بكل أمان، أو تحب تحجز وتخلص كي توصل، الخيار ليك.

اسحب لليمين وشوف الخطوات البسيطة للدفع الآمن معنا. 

 كل الخيارات متوفرة ليك. اضغط على الرابط في البايو باش تبدأ الحجز! 

 #الدفع_عند_الاستلام #بطاقة_الذهبية #بوكينڨو #خيارات_الدفع #ساهلة_ماهلة #الجزائر","تصميم نظيف وتعليمي.
Slide 1: عنوان واضح على خلفية هادئة مع لوغو Bookingo.
Slide 2: أيقونة كبيرة لـ 'الدفع عند الاستلام' (يد تسلم نقود) مع شرح مبسط في نقاط.
Slide 3: أيقونة كبيرة لبطاقة الذهبية مع أيقونة 'قفل' بجانبها للتأكيد على الأمان. شرح مبسط.
Slide 4: الصورتان للأيقونتين جنباً إلى جنب مع دعوة للعمل واضحة ورابط الموقع.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","P07-WA","[P07-WA] Image - أمانك في الدفع أولويتنا المطلقة. اختار Bookingo.","Image","أمانك في الدفع أولويتنا المطلقة. اختار Bookingo.","في Bookingo،
الثقة تبدأ من عملية الدفع.","قبل كل شيء، ثقتك. 🛡️ 

 نحن نعلم أن الثقة هي أساس كل شيء. لهذا السبب، استثمرنا في بناء نظام دفع يمنحك راحة البال التامة. مع Bookingo، أموالك ومعلوماتك في أيد أمينة.

لأن رحلتك الممتعة يجب أن تبدأ بتجربة حجز آمنة. 

 شاهد الفيديو (V4) في حسابنا لتعرف المزيد عن إجراءات الأمان لدينا. 

 #الثقة #الأمان #بوكينڨو #حماية_المستهلك #سفر_بثقة #جزائري_وافتخر","صورة رمزية قوية: يد تسلم بطاقة ذهبية ليد أخرى فوق أيقونة درع كبير ولامع. الألوان المستخدمة هي ألوان العلامة التجارية مع لمسة من الذهبي لتعزيز الفخامة والثقة. النص مكتوب بخط يوحي بالجدية والموثوقية.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","V08-WA","[V08-WA] Video - رحلة وحدة... 10 سيتات مفتوحين... والصداع في راسك؟ ","Video","رحلة وحدة... 10 سيتات مفتوحين... والصداع في راسك؟ كاين حل أسهل.","(صوت نقرات فأرة سريعة ومتوترة)
آه... لازم نلقى طيارة بسعر مليح.
(صوت تنهيدة)
دوكا لازم نحوس على أوتيل قريب... ويكون نظيف.
وربي يجيب ما يكونش غالي.
(صوت إحباط)
يا إلهي، نسيت السيارة! لازم نزيد نفتح موقع آخر للكراء...
(صوت نقرة واحدة هادئة وموسيقى هادئة تبدأ)
ولا... تقدر دير كلش في بلاصة وحدة.
مع Bookingo.com.
طيارتك، فندقك، سيارتك... كلش تحت يدك.
بلا صداع راس. بلا تعب. بلا 100 نافذة مفتوحة.
ريح راسك. رحلتك كاملة مع بوكينڨو.","تعبت من فتح 100 موقع باش تخطط لرحلتك؟ 🤯 

 تخطيط السفر ما لازمش يكون خدمة متعبة! بين مقارنة أسعار الطيران، البحث عن الفندق المثالي، وإيجاد سيارة للكراء، تقدر تضيع أيام وتزيد على روحك الضغط.

الحل؟ منصة وحدة تجمعلك كلش!
Bookingo يجمعلك الطيران، الفنادق، وكراء السيارات في مكان واحد، باش تخطط لرحلتك في دقائق ماشي في أيام. 

 جمع رحلتك كاملة في بلاصة وحدة! حمل تطبيق بوكينڨو وريح راسك من التعب! 

 #راحة_البال #Bookingo #الكل_في_واحد #تخطيط_السفر #وفر_وقتك #StopTheHeadache #Alger","فيديو Mini-Drama قصير.
المشهد 1: لقطة من فوق لمكتب فوضوي مع شخص (ممثل) يظهر عليه الإرهاق، يتنقل بين نوافذ كثيرة على شاشة الكمبيوتر (مواقع طيران، فنادق مختلفة). إضاءة خافتة.
المشهد 2: الممثل يغلق اللابتوب بيأس. وقفة قصيرة.
المشهد 3: الممثل يفتح هاتفه، يدخل لتطبيق Bookingo. تظهر واجهة التطبيق الأنيقة والمنظمة. تتغير إضاءة المشهد لتصبح مشرقة ودافئة.
المشهد 4: بابتسامة رضا، الممثل يتمم حجزه بسهولة في ثوانٍ. يسترخي على كرسيه.
النهاية: يظهر شعار Bookingo مع جملة 'ريح راسك.'","Ahmed Benkali","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","C09-WA","[C09-WA] Carousel - تخيل رحلة بلا صداع راس... بوكينڨو يخليها حقيقة.","Carousel","تخيل رحلة بلا صداع راس... بوكينڨو يخليها حقيقة.","Slide 1: كل ما تحتاجه لرحلتك... في مكان واحد!
Slide 2: احجز طيارتك: قارن بين مختلف الخطوط الجوية واختر أفضل الأسعار والوجهات بكل سهولة.
Slide 3: اختر فندقك: آلاف الخيارات من الفنادق العالمية والمحلية التي تناسب كل الميزانيات والأذواق.
Slide 4: اكري سيارتك: استمتع بحرية التنقل في وجهتك. احجز سيارتك مسبقاً لتكون في انتظارك.
Slide 5: بوكينڨو: رحلتك كاملة تحت يدك. حمّل التطبيق الآن! (مع رابط الموقع)","طيارة؟ ✅ فندق؟ ✅ سيارة؟ ✅ كلش واجد! 

 لماذا تجعل الأمور صعبة على نفسك؟

منصة Bookingo.com مصممة خصيصاً لتمنحك السيطرة الكاملة على رحلتك من مكان واحد.

اسحب لليمين لترى كيف نغطي كل احتياجات سفرك الأساسية، لنوفر لك الوقت والجهد. 

 شوف شحال ساهل باش تجمع كلش. اضغط على الرابط في البايو! 

 #AllInOne #Bookingo #SiyahaDZ #رحلتك_كاملة #سهولة #efficacité #Algerie","تصميم أنيق ومقسم بشكل واضح.
Slide 1: عنوان جذاب على صورة بانورامية لوجهة سفر رائعة.
Slide 2: أيقونة طائرة كبيرة مع نص مختصر وواضح وصورة لطائرة في السماء.
Slide 3: أيقونة فندق كبيرة مع صورة لغرفة فندق أنيقة.
Slide 4: أيقونة مفتاح سيارة كبيرة مع صورة لسيارة تسير في طريق جميل.
Slide 5: لقطة شاشة للتطبيق تظهر الخدمات الثلاث، مع دعوة للعمل واضحة ولوغو Bookingo.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
"Wayso Project","P10-WA","[P10-WA] Image - ريح راسك من التعب! رحلتك كاملة تلقاها مع بوكينڨو.","Image","ريح راسك من التعب! رحلتك كاملة تلقاها مع بوكينڨو.","التخطيط المتعب للسفر،
أصبح من الماضي.","هذا هو الإحساس اللي نوفروه لك. 🧘‍♂️ 

 مهمتنا ليست فقط مساعدتك في الحجز، بل تغيير تجربة التخطيط بأكملها من تجربة مرهقة إلى لحظة ممتعة ومريحة.

لأن رحلتك تبدأ من اللحظة التي تقرر فيها السفر، وليس فقط عند الوصول. 

 حمل التطبيق واستمتع بالراحة. الرابط في البايو. 

 #راحة #استرخاء #بوكينڨو #بلا_تعب #سفر_ممتع #AlgerianTraveler","صورة لشخص مسترخٍ في أرجوحة شبكية على الشاطئ، يمسك بهاتفه بابتسامة. التركيز على الشعور بالراحة والسكينة. النص مكتوب بخط هادئ وأنيق. لوغو Bookingo في الأسفل.","Abderahmane Mohamed","Project Task Manager","QkU5OHqs50n5oCnAzV9d"
